content,sentiment,negative,neutral,positive,highlight
 요즘 좀 드물잖아,neutral,0.0009488898,0.9980836,0.00096755836,요즘 좀 드물잖아
 그런장르의 계보도에 이어지는 인물이라 그런거 같음..누가 가수로서 더 나은지는 모르겠지만 콘서트 하나 갈 수 있다면 난 성시경.,neutral,0.00034419753,0.9975253,0.0021305147,콘서트 하나 갈 수 있다면 난 성시경
하입쿠키 성시경이 히트곡 더많다고? ㅋㅋ.,neutral,0.0010140351,0.9687828,0.030203188,하입쿠키 성시경이 히트곡 더많다고
그냥 발라드계 황태자 계보를 누가 이었는지 생각해보면 됨.,neutral,0.014882258,0.98452777,0.00059003814,생각해보면 됨
 애초에 성시경은 콘서트 가수인것도 크고.구래덕송아 신승훈 다음 계보가 성시경인데.성시경 아닌가??,neutral,0.0009709596,0.99809605,0.00093294337,구래덕송아 신승훈 다음 계보가 성시경인데
 노래 난이도자체가 성시경 노래가 훨씬 어렵잖아,negative,0.99248564,0.005450369,0.00206402,노래 난이도자체가 성시경 노래가 훨씬 어렵잖아
 물론 노래 부르기 쉽다고 해서 원곡 가수가 노래 못 부르는다는 말은 아닌데근데 이게 누가 더 노래 잘 부르냐 그거 비교하는거임?,neutral,0.09492783,0.9025227,0.0025494962,그거 비교하는거임
 전체적인걸 비교하는거임?.,neutral,0.019169804,0.9800253,0.0008048067,전체적인걸 비교하는거임
둘중 한명 꼽으면 무조건 성시경인데.. 김나박이처럼 발성 짱짱한애들만 인정해주는 시대에서도 살아남아서 지금 00년생들까지 노래 다 듣잖아?,positive,0.004693894,0.012112634,0.9831935,김나박이처럼 발성 짱짱한애들만 인정해주는 시대에서도 살아남아서 
 노래방 차트 100순위 켜서 히트곡 개수 세어봐도 성시경 압승임.,positive,0.0011536113,0.0019616408,0.99688476,히트곡 개수 세어봐도 성시경 압승임
남자들끼리 엄대엄하면 여자합치면 성시경이 걍 이긴다니까 ㅋㅋㅋㅋㅋ,neutral,0.011679681,0.9843992,0.003921078,남자들끼리 엄대엄하면 여자합치면 성시경이 걍 이긴다니까 
 나같아도 여자친구랑 콘서트 찬스 있으면 성시경으로 고르겠다.,neutral,0.0006190494,0.998738,0.00064288254,나같아도 여자친구랑 콘서트 찬스 있으면 성시경으로 고르겠다
다 주관적이니까 갈리지 ㅋ,neutral,0.0016796875,0.9979206,0.0003997316,다 주관적이니까 갈리지 
"음반판매량이나 1위 횟수, 저작권료 등등 다양한걸로 자료 제시라도 해야 납득하지",negative,0.9925587,0.0071082185,0.00033304605,자료 제시라도 해야 납득하지
난 성시경.클라우드22 ㅇㅇ,neutral,0.0005026185,0.9991365,0.00036086742,클라우드22 
 성시경도 확실한 자기 컬러가 있고 좋은 가수인 건 사실인데 전성기 때 본인 시대 탑급은 아니였지.,positive,0.0005700932,0.0014280311,0.9980019,성시경도 확실한 자기 컬러가 있고 
픽스트 연예인으로서 롱런은 맞지만 최근 10년동안 성시경은 히트곡이 없음..,negative,0.99350363,0.0034244538,0.0030719624,동안 성시경은 히트곡이 없음
 최근에 나온 앨범도 반응그닥이였고 가수로서 롱런했다고 하기는 좀 부족한듯.,negative,1.0,0.0,0.0,가수로서 롱런했다고 하기는 좀 부족한듯
먹방은 성시경 압승.,positive,0.00054436113,0.0022987039,0.997157,먹방은 성시경 압승
브엉저낭 근데 뭐 내가 전문가도 아니고성시경이 위라고 생각하는 사람이 있다면그래라 ㅇㅇ 하고 말 것 같음.,neutral,0.0011824406,0.99818015,0.0006374397,생각하는 사람이 있다면그래라 ㅇㅇ 하고 말 것 같음
싸울 일은 아니여.,neutral,0.0026995377,0.99602926,0.0012712069,일은 아니여
 줄세우기로 해결할 수 있는 문제도 아니고 ㅋㅋ.,neutral,0.09036955,0.9088801,0.0007502659,줄세우기로 해결할 수 있는 문제도 아니고 
둘 중 한 콘서트만 가야된다면 성시경 ㅋㅋ.,neutral,0.0005495613,0.9986355,0.0008150007,콘서트만 가야된다면 성시경 
애초에 성시경은 전성기 시절에도 원탑급은 아니었는데....개인적으론 비교하기 부끄러울 정도로 성시경이라 본다ㅋㅋ,neutral,0.009131208,0.97978884,0.011080016,개인적으론 비교하기 부끄러울 정도로 성시경이라 본다
 가요 부흥기때도 빛났던 가수랑 암흑기에 비교우위로 앞선 가수의 차이인거 같음.,positive,0.0012114042,0.029678062,0.9691105,가수의 차이인거 같음
그냥 길거리가서 누구 콘서트 갈거냐고 100명한테 물어보삼 성시경이 압도적으로 이길껄?.,neutral,0.018314919,0.9779259,0.00375921,물어보삼 성시경이 압도적으로 이길껄
성시경.,neutral,0.00050427776,0.9991603,0.00033543003,성시경
자람자 옛날에 성시경도 똑같은 소리들음ㅋㅋ.,neutral,0.004279714,0.9929006,0.0028196776,자 옛날에 성시경도 똑같은 소리들음
코제르다르크 성시경이 황제면 황제 너무 많아짐 이승기도 황제.,positive,0.0010387659,0.00081585895,0.99814534,코제르다르크 성시경이 황제면 황제 너무 많아짐 이승기도 황제
전승우승가능 ?,neutral,0.0069401166,0.991532,0.00152783,전승우승가능 
 뭔 개소리를 시부림 히트곡은 성시경이 더많다는 소리인데 니논리대로면 원히트원더로 정점 찍으면 위라는 소리인데 그럼 원더걸스 이길 가수 아무도 없음.,negative,0.99892896,0.0007369466,0.00033398537,뭔 개소리를 시부림 히트곡은 성시경이 더많다는 소리인데 니논리대로면 원히트원더로 정점 찍으면 위라는 소리인데 그럼 원더걸스 이길 가수 아무도 없음
귀로천 1위곡으로 따져볼까?,neutral,0.0009882173,0.99831164,0.0007001417,곡으로 따져볼까
 1위밑도 히트곡으로 치면 앨범수 넘치는 성시경이겠지,neutral,0.002432896,0.9431195,0.054447602,밑도 히트곡으로 치면 앨범수 넘치는 성시경이겠지
 근데 그럼 성시경이 서태지도 이미 이긴거아니냐? ㅋ.,neutral,0.001004336,0.99788636,0.0011093104,성시경이 서태지도 이미 이긴거아니냐
귀로천 성시경 히트곡 나열좀. 나 진짜 몰라서 그럼. ㅊ.,neutral,0.010971225,0.9825051,0.0065237195,나 진짜 몰라서 그럼
발라드 좋아해서 성시경 승.괴거 미화 ㅈ되는데 웃긴건 진짜 그 세대 겪어본사람들은 성시경 그정도급까진 절대 아니라고하는데 안겪은 애들이 올려치기 한다는거임ㅋㅋㅋㅋ,negative,0.99095505,0.008573224,0.00047167015,안겪은 애들이 올려치기 한다는거임
 성시경이 발라드 goat라는글이 배댓 먹지않나.,neutral,0.00034674423,0.9994172,0.00023618249,성시경이 발라드 goat라는글이 배댓 먹지않나
그래도 누구 콘서트 갈거냐고 물어보면 다들 성시경 고를거지?.,neutral,0.0012847331,0.9978721,0.000843147,다들 성시경 고를거지
"성시경도 엘리트급이지만, 당시 음악프로 1위 같은 건 거의 못 해봄.",neutral,0.035127424,0.9304617,0.034410927,성시경도 엘리트급이지만
" 00년대 초반 여전히 전성기였던 임창정, 조성모, 00년대 대장급 브라운아이즈, sg워너비, 임팩트도르 한남자, 1~3집 연속 대박친 버즈 등에 비하면 2티어로 봐야 됨..",positive,0.000821222,0.0027303398,0.9964484,연속 대박친 버즈 등에 비하면 2티어로 봐야 됨
자시안 성시경은 먹방이 엄청흥해서 ㅋㅋ.,positive,0.0012011344,0.0002578912,0.998541,자시안 성시경은 먹방이 엄청흥해서 
20대 후반인데 이승철 성시경 말고 듣는 00년대 발라드 없는데 ㅋㅋ,neutral,0.0026922796,0.99393266,0.0033751032,이승철 성시경 말고 듣는 00년대 발라드 없는데 
 근데 성시경이 진짜 오히려 젊은 세대에서 고평가된 가수임?.,neutral,0.003389753,0.98970896,0.0069012907,근데 성시경이 진짜 오히려 젊은 세대에서 고평가된 가수임
브엉저낭 성시경이랑 박효신이 비빈다는게아니고 박효신도 저논리대로면 장밤준한테 못비빈다는건데 성시경 박효신 비교가 왜나오나여;;.,negative,0.8218288,0.17588195,0.0022892116,성시경 박효신 비교가 왜나오나여
쿠루루쿠루루쿠 아 뭐야 ㅅㅂ 나 7집 풀로 들었었네,negative,0.9648184,0.034618344,0.00056325056,뭐야 ㅅㅂ 나 7집 풀로 들었었네
태양계있는 그 앨범이었구나,neutral,0.0005802993,0.9979062,0.0015135341,태양계있는 그 앨범이었구나
 아 다시 정정성시경이다,neutral,0.003297786,0.9963468,0.00035543117,아 다시 정정성시경이다
 이건.,neutral,0.0013560599,0.9983748,0.0002690614,이건
가수는 가창력이지 닥 성시경.,positive,0.00058102683,0.0009870036,0.998432,가수는 가창력이지 닥 성시경
"포스터칼라 나도 이승철, 성시경 고름 ㅋㅋㅋ.",neutral,5.0342278e-05,0.9998915,5.8212954e-05,성시경 고름 
야광번쩍 지금 20대 된 사람들은 성시경 잘 모를거같은데??.,neutral,0.0015494694,0.9960531,0.0023975007,야광번쩍 지금 20대 된 사람들은 성시경 잘 모를거같은데
성시경은 가수로서도 연예인으로서도 인기 있는건 맞긴한데 걍 한창때도 혼자 짱먹는 급이었던적이 없음.,positive,0.0004949044,0.0053624897,0.9941426,짱먹는 급이었던적이 없음
오르니틴 발라드 황제 계보는 이문세-변진섭-신승훈-조성모까지임,neutral,0.00035513166,0.99815756,0.0014871964,오르니틴 발라드 황제 계보는 이문세
성시경은 택도 없음.,neutral,0.0041430653,0.995249,0.0006080032,성시경은 택도 없음
원피스매니아 한국에서 발라드 가수 얘기하면 성시경은 무조건 거론될수 밖에 없는데 발라드쪽에서는 Goat 맞지.,neutral,0.0008681524,0.9942133,0.0049185427,발라드쪽에서는 Goat 맞지
성시경은 먹방력이 더 좋던데?.,positive,0.0006122219,0.0027268857,0.99666095,성시경은 먹방력이 더 좋던데
대충적당히 이거는 성시경 갈꺼 같은데 라이브 차이가 너무 나잖아.,neutral,0.00031548258,0.9995433,0.00014121558,적당히 이거는 성시경 갈꺼 같은데 
대충적당히 나는 성시경 보러갈듯.,neutral,0.0019724753,0.99572444,0.0023031498,대충적당히 나는 성시경 보러갈듯
차라리 성시경 임창정 대결이 더 밸런스 패치인듯.,neutral,0.0016103233,0.9961659,0.002223918,성시경 임창정 대결이 더 밸런스 패치인듯
전승우승가능 가수를 평가할때 음원으로만 평가하나 ㅋㅋ,neutral,0.015280609,0.9794333,0.005286035,전승우승가능 가수를 평가할때 음원으로만 평가하나 
 젤 중요한 가창력이 좆망인데 음원 원툴로 원탑이라고 쳐주는 사람은 님밖에 없음,negative,0.99877375,0.00063042017,0.0005957952,중요한 가창력이 좆망인데 음원 원툴로 원탑이라고 쳐주는 사람은 님밖에 없음
당장 성시경으로도 반반에서 약우세한 수준인데 원탑은 뭔놈의 원탑 음원만 따지고 평가할거면 원탑 찍어본적 있다고 인정해주겠음,negative,0.9966732,0.0018664815,0.0014603493,원탑은 뭔놈의 원탑 음원만 따지고 
 가수로써 원탑은 ㄴㄴ,neutral,0.10841145,0.67959785,0.21199064,가수로써 원탑은 
근데 음원만 따지고 평가할거면 성시경도 1위 찍은적 있는데 ㅋㅋ.,neutral,0.0026914012,0.99324787,0.004060625,음원만 따지고 
전승우승가능 그렇게 따지면 성시경도 음원1위 찍은거 많음.,positive,0.0007299036,0.018219946,0.9810502,전승우승가능 그렇게 따지면 성시경도 음원1위 찍은거 많음
콘서트는 1초도 안망설이고 성시경 갈듯.,neutral,0.0044496716,0.99528486,0.0002654971,콘서트는 1초도 안망설이고 
윤종신 그건 다 성시경 고르지 ㅋㅋㅋ.,neutral,0.0006541531,0.9985201,0.00082571903,다 성시경 고르지 
난 성시경이 더 죠아잉.,positive,0.00058119855,0.0031061957,0.99631256,난 성시경이 더 죠아잉
성시경형님이 노래하나는 줮대는데.나 91년생 솔직히 말해서 성시경 노래 거리에서 말고 뭐 있는데?,neutral,0.0022122783,0.99736977,0.00041792952,성시경형님이 노래하나는 줮대는데
주위 사람들에게 물어보면 성시경 노래 아는거 말하라면거리에서 말곤 모르는 사람 수두룩함내 기억에 성시경은 거리에서랑 라디오 잘 자요예능에서의 성시경 말곤 모르겠음.복현2동 넌 감동이었어,positive,0.00074204965,0.0010203222,0.9982376,복현2동 넌 감동이었어
너는 나의 봄이다,neutral,0.00050068856,0.9919333,0.007566032,너는 나의 봄이다
우린제법잘어울려요,positive,0.00022581856,0.00077614136,0.9989981,우린제법잘어울려요
좋을텐데내게오는길희재등등..,neutral,0.00051491073,0.99840003,0.0010850864,내게오는길희재등등
솔직히 많은데.,neutral,0.0008889998,0.9984181,0.0006929,솔직히 많은데
아재인데 성시경 임팩트가 있었나?,neutral,0.0016145044,0.987706,0.010679424,성시경 임팩트가 있었나
 박효신을 적어도 내 주변에선 더 많이 들었던듯이수나 브아솔도 데뷔시기 비슷할텐데 ㅋ.,neutral,0.0007059369,0.99651814,0.0027758116,박효신을 적어도 내 주변에선 더 많이 들었던듯이수나 브아솔도 데뷔시기 비슷할텐데 
어차피 장르 분야도 다른데 비교는 무의미하고 대중에게 콘서트 어디갈꺼냐고 줄세우면 성시경으로 몰릴듯.,neutral,0.010955469,0.9861433,0.0029013343,성시경으로 몰릴듯
한섬닷컴 방송 활동을 단 한 번도 하지 않았음에도 불구하고[1],neutral,0.00018597444,0.99964976,0.00016422788,한섬닷컴 방송 활동을 단 한 번도 하지 않았음에도 불구하고
 음악 프로그램 차트 1위를 달성하고 음반 판매량 70만장과 음원차트 21주 연속 1위,positive,0.0010756087,0.0008947614,0.99802965,달성하고 음반 판매량 70만장과 음원차트 21주 연속 1위
[2]라는 대기록을 세웠다,neutral,0.0007148507,0.99148965,0.0077955467,[2]라는 대기록을 세웠다
벌써일년 21주연속이라는데 거리에서 몇주냐.,neutral,0.0078372955,0.9918256,0.00033712978,벌써일년 21주연속이라는데 거리에서 몇주냐
솔직히 성시경 전성기때 탑급아니었음,positive,0.09395012,0.05651882,0.84953105,탑급아니었음
 안티 많았던것도 기억나고 요새 와서야 다시 뜬거지.,negative,0.9856139,0.014033321,0.00035284436,안티 많았던것도 기억나고 
모르겠고 성시경 먹을텐데 씹꿀잼.마크로니아 성시경이 나훈아 신승훈급 찍어본적이 있나.,positive,0.0041124094,0.0037084715,0.99217916,성시경 먹을텐데 씹꿀잼
난 무조건 성시경 90년생임 세대 차이도 있을 듯?,neutral,0.00082174735,0.99855894,0.0006193411,난 무조건 성시경 90년생임 세대 차이도 있을 듯
 성시경도 히트곡 존나 많음,positive,0.00090709946,0.0011077946,0.9979851,성시경도 히트곡 존나 많음
 최근 놀면뭐하니 영상이나 딩고 영상 보면 수십곡 부르는데 팬 아닌 나도 모르는 노래가 없던데 ㅋㅋ.,neutral,0.0041728322,0.9866409,0.009186362,뭐하니 영상이나 딩고 영상 보면 수십곡 부르는데 
동시대 성시경이랑 비슷하게 데뷔한가수가 나얼 김범수 박효신 아님?,neutral,0.0010279778,0.99702424,0.0019477447,동시대 성시경이랑 비슷하게 데뷔한가수가 나얼 김범수 박효신 아님
 애초에 동시대 씹어먹은적도 없는데 성발라 왤케 고평가하지...갓지은식은밥 https://theqoo.net/square/2257562413응 멜론 누적 남솔 1위가 성시경임,negative,0.9544786,0.030979265,0.014542141,지은식은밥 https
현실은 00년대 노래중에 감상자수 500만 넘은 발라드곡 거리에서랑 눈의꽃 두곡뿐이다.,neutral,0.0021055108,0.9974368,0.00045763352,현실은 00년대 노래중에 감상자수 500만 넘은 발라드곡 거리에서랑 눈의꽃 두곡뿐이다
성시경 전성기 세대 입장에서 솔직히 까고 말해 지금 성시경은 유튜브나 마녀사냥 같은 예능으로 익숙해져서 고평가 ‘당한다’고 생각함..,negative,0.99854016,0.0010183215,0.00044144734,고평가 ‘당한다
성시경 전성기라고 할 수 있는 00년대 초중반에 성시경은 그냥 노래 잘 부르는 괜찮은 발라드 가수 정도 이미지였는데 갑자기 무슨 탑 발라더 계보까지 나와서 좀 당황했음..초범9 ㄹㅇ 요즘에야 성시경 노래 많이 듣지 어렸을때sg워너비 vos 먼데이키즈 휘성 버즈 kcm 노래를 더 많이 들었음,negative,0.9165412,0.066762626,0.01669616,무슨 탑 발라더 계보까지 나와서 좀 당황했음
갠적으로 탑 발라더는 이승철이고.,neutral,9.445093e-05,0.9993338,0.00057167484,갠적으로 탑 발라더는 이승철
초범9 그때 브라운아이즈 노래를 존나 들었지,neutral,0.0062209624,0.9680393,0.02573986,그때 브라운아이즈 노래를 존나 들었지
 성시경 노래는 그냥 좋다~ 요정도ㅋㅋㅋ.,positive,0.00062565843,0.000457941,0.9989164,성시경 노래는 그냥 좋다
실력적으론 시경이형이지.,neutral,0.011009524,0.73507893,0.25391155,실력적으론 시경이형이지
성시경도 히트곡 많은 가수인건 팩트지만 벛꽃엔딩으로 이미 끝났음.,positive,0.00061672454,0.008851557,0.9905317,벛꽃엔딩으로 이미 끝났음
세대를 아우르는 노래 한곡 만들었으면 다른건 다 필요없는거라고 봄..드라마 때려 재밌게 봐서 성시경.성시경 걍 예능인아니냐?.,positive,0.0007104168,0.0014968195,0.9977927,예능인아니냐
성시경 걍 먹방원툴 ㅇㅇ.,neutral,0.0010131545,0.9986582,0.000328692,성시경 걍 먹방원툴 
성시경 최고 히트곡이 뭐임.,positive,0.00093381153,0.001358659,0.9977075,성시경 최고 히트곡이 뭐임
다두다아라 거리에서?.,neutral,1.2513896e-05,0.9999672,2.0264499e-05,다두다아라 거리에서
"성시경이 학벌, 예능으로 이미지 이득 많이 본 사람 이지... 성시경 하면 떠오르는 노래가 있긴 하냐?.",negative,0.9651357,0.03316705,0.001697255,성시경이 학벌
쓰빠루빠 희재 거리에서 등등 히트곡은 많지;; 너무 억까다.음..저는 성시경 한 표.시경이형은 이제 밥먹으러 다녀야지.,neutral,0.021486077,0.9697695,0.008744371,시경이형은 이제 밥먹으러 다녀야지
김해코스트코 멜론에 있는 자료만 보면 거리에서가 눈의꽃 보고싶다 이상인데.,neutral,0.0008906873,0.99684024,0.0022690885,거리에서가 눈의꽃 보고
난 성시경이윽고 이걸로 끝나다고 봄 ㅇㅇ.,neutral,0.00090225006,0.9973213,0.0017764504,난 성시경이윽고 이걸로 끝나다고 
콘서트 누구갈래하면 대부분 성시경아닐까?.,neutral,0.000866368,0.99871635,0.00041734992,대부분 성시경아닐까
전승우승가능 그니까 그럼 이승철이겠지.,neutral,0.0023844515,0.98705703,0.010558385,전승우승가능 그니까 
 난 성시경이 우위라고 한적이 없는데 넌 왜 자꾸 비교질이니 ㅋㅋㅋㅋ,negative,0.8803733,0.1175812,0.0020454947,난 성시경이 우위라고 한적이 없는데 
 그냥 블라해야겠다 ㅋㅋ,negative,0.6096896,0.3896188,0.0006916338,그냥 블라해야겠다 
장르가 달라서 비교하기 애매한거 아니냐는거에 서태지랑 이승철을갖다대고 있네,negative,0.9989862,0.0007174443,0.00029635217,서태지랑 이승철을갖다대고 
 얘는 ㅋㅋㅋㅋ.,neutral,0.0010182811,0.9987306,0.000251088,얘는 ㅋㅋㅋㅋ
클라우드22 그 시절 발라드는 ㄹㅇ,neutral,0.000839807,0.9980591,0.0011009637,클라우드22 그 시절 발라드는 ㄹㅇ
 성시경도 잘했지만 다른 가수들도 다 최절정이였어서.,positive,0.001153671,0.0002601262,0.9985862,다른 가수들도 다 최절정이였어서
난 무조건 성시경인데 의외네.,neutral,0.0010011179,0.9982698,0.0007290087,난 무조건 성시경인데 의외네
둘중 한명 고르라면 성시경.,neutral,0.0006924985,0.9985973,0.00071019784,둘중 한명 고르라면 성시경
어떤걸 기준으로 삼느냐에 따라 다르지나는 성시경노래를 더 즐겨들으니 성시경.가수들간의 선호도는 취향차이니까 비교하기 어렵지만일반인이 부르는 노래의 난이도는 월등히 성시경이 높다고 생각함.,neutral,0.00071843073,0.9949433,0.0043383087,일반인이 부르는 노래의 난이도는 월등히 성시경이 높다고 
"그런데 오해하는 게 있는데 성시경은 sg워너비, 버즈보다 전 세대임",neutral,0.0019567646,0.9955051,0.0025380861,그런데 오해하는 게 있는데 
00년대 초반 이수영 히트하던 때랑 같은 세대거리에서는 성시경 인기 낮아질 때 부활한 곡이고.모르겠고 난 성시경 노래가 더좋음.,positive,0.00095712923,0.00052829523,0.9985146,성시경 노래가 더좋음
가수면노래 실력으로 평가하는게 맞지않나고로 성시경이라고 생각하는데.염소놀이 그럼 성시경>>>>>BTS 임?.,neutral,0.002459146,0.9967728,0.0007679351,염소놀이 그럼 성시경>>>>>BTS 임
근데 진짜 성시경이 원탑을 찍어본적이 있음?,neutral,0.0030558608,0.90205777,0.0948863,근데 진짜 성시경이 원탑을 찍어
나 진짜 몰라서 그래.저 시대때 학생이였는데 그렇게 인기 있었다고생각은 안들었는데.,negative,0.95059973,0.048036706,0.0013635962,생각은 안들었는데
"마크로니아 그렇다고 성시경이 서태지, 유재하인 것도 아님.",neutral,0.0005656389,0.99860054,0.00083378446,유재하인 것도 아님
노래잘하는사람이 이긴거지 성시경 승.내 플레이리스트에 손에 꼽는 한국곡 포함된 성시경 승.성시경 활동하던 때에 버즈 sg워너비 브아솔 많지 않았나 ㅋㅋㅋ.,neutral,0.0007111261,0.97135264,0.027936269,버즈 sg워너비 브아솔 많지 않았나 
OMGDMOUP 딴 인기글에선 성시경 발라드 GOAT 란 댓이 추천 천개나 박힘 ㅋㅋ.,positive,0.001187067,0.004646939,0.994166,란 댓이 추천 천개나 박힘 
누구 콘서트 갈래? 하면 성시경..,neutral,0.0011775723,0.998511,0.00031134195,하면 성시경
난 성시경 노래 많이알아서.,neutral,0.00064235134,0.9971221,0.0022355241,난 성시경 노래 많이알아서
아넬충 본인 음알못인데 성시경하면 떠오르는거 거리에서밖에 안떠오름 다른곡들도 들으면 어 이노래?,negative,0.9927128,0.00651682,0.00077040034,아넬충 본인 음알못인데 성시경하면 떠오르는거 거리에서밖에 안떠오름 다른곡들도 들으면 어 이노래
 싶은데 제목은 잘모르겠다.,neutral,0.00049818715,0.9994473,5.452978e-05,싶은데 제목은 잘모르겠다
그냥 나는 별 생각없이 성시경 노래가 더 좋음.,positive,0.0011787437,0.0002979147,0.9985234,나는 별 생각없이 성시경 노래가 더 좋음
난 성시경이라고 봄.,neutral,0.0006404374,0.9982211,0.0011384201,난 성시경이라고 봄
애초에 성시경은 여자팬이 압도적이자너.,neutral,0.0018624521,0.8538642,0.14427339,애초에 성시경은 여자팬이 압도적이자너
귀로천 직접 작사작곡 하는 게 높은 평가를 받는 것도 맞지만 이보단성시경은 음반 퀄리티로도 영향력으로도 가창력으로도 당대 최고를 찍은 적이 없다. 라고 결론짓는 게 맞는 것 같습니다.,positive,0.0006228971,0.005990166,0.9933869,이보단성시경은 음반 퀄리티로도 영향력으로도 가창력으로도 당대 최고를 찍은 적이 없다
 임재범 이승철 김범수 박효신 등 당대 최정점을 찍은 “보컬리스트”들은 어떻게든 라이터들이 사용해보고 싶어하는 최고의 악기들이니까요,positive,0.0004741786,0.0018857826,0.99764,싶어하는 최고의 악기들이니까요
쓰다 보니 악기라는 측면에서 보면 성시경이 제가 말한 것보단 높게 평가될 만한 여지가 있긴 하네요.,neutral,0.0006140303,0.96709085,0.03229518,성시경이 제가 말한 것보단 높게 평가될 만한 여지가 있긴 하네요
공정한나라당 대체 어느세대길래 성시경이 임창정 조성모를 압도적으로 이김?.,neutral,0.0049389713,0.98960084,0.005460242,성시경이 임창정 조성모를 압도적으로 이김
류혜영사랑해 노래 음원성적을 몰라서 히트곡인지는 모르겠는데 성시경 인지도 있는곡은 너무 많은데???,neutral,0.004811443,0.9514791,0.04370935,곡은 너무 많은데???
그냥 존나 많음.,neutral,0.0014640127,0.997299,0.001237052,그냥 존나 많음
"대충생각나는거만 해도희재 , 내게오는길 , 너의모든순간 , 거리에서 , 좋을텐데 , 두사람 , 한번더이별 , 우리제법잘어울려요 ,",positive,0.00011592064,0.00041590523,0.99946815,우리제법잘어울려요 
" 미소천사 , 첫겨울이니까 , 안녕내사랑 , 넌 감동이었어 , 넌나의봄이다",positive,0.0013043011,0.00032707877,0.9983687,넌 감동이었어 
 등등.,neutral,0.00063340215,0.99885976,0.00050684134,등등
Yawah 막말로 성시경이 실험성있는 가수도 아니긴함 ㅋㅋ,neutral,0.4729967,0.4796825,0.047320824,Yawah 막말로 성시경이 실험성있는 가수도 아니긴함 
그럼 대중성으로 비교해야지.,neutral,0.16091865,0.83830225,0.0007790557,대중성으로 비교해야지
류혜영사랑해 다 모르는 노래임나 성시경 세대라서거짓말은 지오디 거짓말은 안다.,negative,0.9537884,0.043109022,0.0031025407,거짓말은 지오디 거짓말은 안다
난 성시경.,neutral,0.00047126494,0.9990953,0.00043341846,난 성시경
어따 갖다 비벼.,neutral,0.045278396,0.9521942,0.0025274367,어따 갖다 비벼
 성시경이지.,neutral,0.0004622528,0.9990362,0.0005016783,성시경이지
제발 그만 비벼 시경맘들 존나 선넘네.,negative,0.99878937,0.0009433931,0.00026725876,제발 그만 비벼 시경맘들 존나 선넘네
호나나나나나 코노에서 그렇게 주장하는 전성시 지난 성시경 노래가 더 위다,neutral,0.00033194388,0.9945562,0.0051118787,성시경 노래가 더 위다
 이거는 어떻게 설명하려나.,neutral,0.0014915966,0.99832696,0.00018153517,이거는 어떻게 설명하려나
성시경이 음색 원툴로 아는 사람 은근 많던데 가창력으로 봐도 한국 김나박이급일듯ㅋㅋ.ㄱㄱㄱㄱ,positive,0.0011251075,0.0023827634,0.9964921,가창력으로 봐도 한국 김나박이급일듯
12 참고로 성시경보다 창모 마마무 저스디스가 조회수 더 높다..,positive,0.0008488047,0.0021740156,0.9969772,참고로 성시경보다 창모 마마무 저스디스가 조회수 더 높다
성시경세대가 아니라서 궁금한데 성시경은 명반으로 불릴만한 앨범있음?.,neutral,0.00084155385,0.99625224,0.0029062752,성시경은 명반으로 불릴만한 앨범있음
둘중에 누구 목소리를 가지고 싶냐고 물으면 성시경.올드트래퍼드 성시경이 발라드 탑ㅋㅋㅋㅋㅋㅋ.,neutral,0.00018187867,0.99950945,0.00030876527,올드트래퍼드 성시경이 발라드 탑
성시경 잘 모르지만 성시경이 나은 거 같음.,positive,0.00050941494,0.0031639135,0.9963266,성시경이 나은 거 같음
미스즈 님 말대로 팬덤 압살이면 성시경 앨범 낼때마다 곡이 좋든 별로든 차트 상위권에 있어야하는데 그런적 있음?.,negative,0.988403,0.010449108,0.0011478951,미스즈 님 말대로 팬덤 압살이면 성시경 앨범 낼때마다 곡이 좋든 별로든 차트 상위권에 있어야하는데 
시발 아까와 또 정반대인 베댓은 또 모냐20대 후반이여서 그런가 성시경 내려치기 좆되네 진짜.닥 성시경비교불가.,negative,0.9984189,0.0012071534,0.00037398186,성시경 내려치기 좆되네 진짜
하입쿠키 근데 성시경 그 이미지는 남자뿐 아니라 여자들도 그렇게 느끼는 사람 꽤 있는데 그게 예능에서 쌓은거 아님?,neutral,0.0053574387,0.9927099,0.0019327711,그게 예능에서 쌓은거 아님
 티비나 라디오.. 인터넷에 찾아보니까 다들 방송들고와서 까던데...그럼 만약 예능 안찍을때 잘난척 이미지를 쌓은거면 성시경은 노래만 부르면서 어캐 그런이미지를 가지게된거냐,negative,0.9932064,0.006318817,0.0004748346,그런이미지를 가지게된거냐
 그건 그거대로 신기한데 ㅋㅋㅋ.,neutral,0.00017037061,0.9996326,0.00019702251,그거대로 신기한데 
걍 장범중 승 성시경 자체가 원래 고점이 높은 가수가 아니었음.다들 알잖어 ㅋㅋ,neutral,0.13830848,0.8459913,0.015700234,장범중 승 성시경 자체가 원래 고점이 높은 가수가 아니었음
 미화 없이 딱 그냥 그 느낌 그 대로.,neutral,0.00031706956,0.9995695,0.00011341564,미화 없이 딱 그냥 그 느낌 그 대로
근데 성시경 군제대 이후로는 ost나 피쳐링 이외에 자기 앨범 히트곡 없는게 아쉽긴 함.,negative,0.99819845,0.0009718625,0.00082969194,피쳐링 이외에 자기 앨범 히트곡 없는게 아쉽긴 함
