content,sentiment,negative,neutral,positive,highlight
 개인적으로 난 장범준을 좋아하지만 둘다 위대한 가수들인데 위대함과 위대함을 비교하면 사랑 음악 취향에 갈리겠지,positive,0.0064224526,0.23393536,0.7596422,비교하면 사랑 음악 취향에 갈리겠지
 뭔 시대흐름 타령이야.,negative,0.9989473,0.00086913945,0.00018348376,뭔 시대흐름 타령이야
 지 의견은 없고 걍 인터넷 여론만 따라가야 한다는 건가.,negative,0.9957884,0.003994632,0.00021704844,지 의견은 없고 
 저런 새끼들 때문에 토론 문화가 없다고 생각함..,negative,0.9991906,0.000391029,0.0004183804,저런 새끼들 때문에 토론 문화가 없다고 
화산귀환1 이건 개소리지 ㅋㅋ,negative,0.9992574,0.00049940526,0.00024320226,화산귀환1 이건 개소리지 
밈이 무슨 몇년을 해먹음,negative,0.9798392,0.019742925,0.00041797254,밈이 무슨 몇년을 해먹음
지금 강남스타일 우리나라에서 나오긴함?,neutral,5.593995e-05,0.99991643,2.7619277e-05,강남스타일 우리나라에서 나오긴함
벚꽃엔딩은 봄 될때마다 차트인함노래가 인기가 없으면 찾아 듣지도 않게되는데 매년 찾아듣는다는건 인기가 있다는거임.,positive,0.00071763876,0.0007788231,0.99850357,매년 찾아듣는다는건 인기가 있다는거임
맹모띠 장범준 1집 타이틀곡이 어려운 여자인데 나도 이건 모르는데?,neutral,0.0021613385,0.99597365,0.0018649917,나도 이건 모르는데
 버스커 1집이랑 장범준 1집이 다른데 뭔 밖을 나가.,neutral,0.003333661,0.99542964,0.0012367622,버스커 1집이랑 장범준 1집이 다른데 
개인적으로 장범준 노래는 울림이 부족해.,negative,1.0,0.0,0.0,개인적으로 장범준 노래는 울림이 부족해
장범준 노래 2~3개?,neutral,0.00050617417,0.9990677,0.0004261737,장범준 노래 2
 밖에 모르는데 인기 존나 많았구나 ㄷㄷ;;.,positive,0.0012109542,0.0029012128,0.9958878,인기 존나 많았구나 
벚꽃엔딩으로 컷.봄되면 장범준이 압살.,neutral,0.0011502705,0.9964579,0.0023919297,봄되면 장범준이 압살
장범준 딩고 킬링보이스 한번 나와라.,positive,0.0006970138,0.000652363,0.9986506,장범준 딩고 킬링보이스 한번 나와라
"아넬충 장범준은 데뷔이후로 인기가 최상위아니였던적이 없음,,.",negative,0.9921936,0.0068265013,0.0009799399,아넬충 장범준은 데뷔이후로 인기가 최상위아니였던적이 없음
30년지나고도 더 회자될 가수는 장범준같은데?.,neutral,0.00036919312,0.99919146,0.00043928207,30년지나고도 더 회자될 가수는 장범준같은데
장범준은 거의 한 시대의 아이콘 같은데 ㅋㅋ.,positive,0.0006003,0.013663846,0.98573583,시대의 아이콘 같은데 
장범준 빠들특:물소기질 다분함 스윗한척 좆됨 여자앞에서 가오or찌질 둘중 하나 백퍼.장범준 승.,negative,0.99800044,0.0010975634,0.00090208394,물소기질 다분함 스윗한척 좆됨 여자앞에서 가오or찌질 둘중 하나 백퍼
STAYC수민 누가 우위던 관심없는데 장범준도 시대 원탑은 턱도 없음.,neutral,0.0058778836,0.8873495,0.10677261,장범준도 시대 원탑은 턱도 없음
장범준 그냥 자가복제만 계속 하잖아.,neutral,0.004647424,0.994239,0.0011136424,자가복제만 계속 하잖아
실력으로 따지는거임 아니면 그냥 가수로써 임팩트를 따지는거임,neutral,0.0015758285,0.9974262,0.0009979942,가수로써 임팩트를 따지는거임
 임팩트는 그냥 무조건 장범준인데.,neutral,0.00038306304,0.99817014,0.0014468213,임팩트는 그냥 무조건 장범준인데
장범준 평가가 엄청좋은데 그러면 궁금한게 2010년대에 장범준을 이길 남자가수가 있음?,neutral,0.0031746342,0.98637855,0.010446727,장범준 평가가 엄청좋은데 그러면 궁금한게 2010년대에 장범준을 이길 남자가수가 있음
 없다면 2000년대까지 끌고와도 없음?,negative,0.9132213,0.085789725,0.0009888897,없다면 2000년대까지 끌고와도 없음
 순수하게 장범준이 어느가수까지 이길지 궁금.어르신은 장범준 비선호 하시는분 많더라.,neutral,0.001447794,0.99006826,0.008483869,순수하게 장범준이 어느가수까지 이길지 궁금
 자가복제 느낌에 흐어어만 한다고.,negative,0.98038656,0.019169295,0.0004440927,자가복제 느낌에 흐어어만 한다고
벚꽃엔딩 하나로 상징성 끝나긴 함ㅋㅋ.,negative,0.6230415,0.37528378,0.0016746694,벚꽃엔딩 하나로 상징성 끝나긴 함
대중가수는 실적으로 판단해야한다 생각함.,neutral,0.0015853631,0.99804306,0.0003715489,대중가수는 실적으로 판단해야한다 생각함
벚꽃엔딩 하나만으로도 장이 압살.서머스비러버 이 댓글보고 더 확신했다,positive,0.00010230777,0.0031540408,0.9967437,서머스비러버 이 댓글보고 더 확신했다
 닥 장범준.동탕 버즈랑 장범준은 장범준이 너무 압도적이라 재미없지.,negative,0.987369,0.009386469,0.003244494,재미없지
와 난 내손으로 장범준 노래 찾아 들어본적이 한번도 없어서 그런가장범준픽이 많은게 존나 신기하네,neutral,0.0027368194,0.9747493,0.022513784,장범준픽이 많은게 존나 신기하네
내 주변에서도 장범준은 호불호 존나 심하게 갈리던데.,neutral,0.02068581,0.97654986,0.0027643943,내 주변에서도 장범준은 호불호 존나 심하게 갈리던데
난 롤대남이니까 장범준할래 실버판테온.취향의 영역일 것도 없는 게음악성적 장범준 [승]가창력 개취 둘 다 개성있음,positive,0.0011231331,0.0014261227,0.99745077,가창력 개취 둘 다 개성있음
" [무]작곡능력 장범준 [승]2승 1무 장범준 압승이게 무슨 비교거리가 된다고 댓글이 3,000개씩이나 되냐.",negative,0.9730427,0.02612638,0.00083092734,"댓글이 3,000개씩이나 되냐"
근데 소위말하는 김나박이도 가수로써 위상 비교하면 장범준이 이김??.,neutral,0.23355575,0.74961805,0.01682626,소위말하는 김나박이도 가수로써 위상 비교하면 장범준이 이김
근데 장범준 존나 내는거마다 히트친다길래 찾아보니까 가온차트 스트리밍에서 볼사가 압살하네,negative,0.99080503,0.0077596037,0.0014354672,가온차트 스트리밍에서 볼사가 압살하네
장범준 1집2집도 다 흥하지않았나.,positive,0.00045262405,0.0025170639,0.99703026,장범준 1집2집도 다 흥하지않았나
노래실력 - 성가수로써의 업적 - 장종합적으로 장범준 승.,positive,0.0005385341,0.0015842041,0.99787724,노래실력 - 성가수로써의 업적 - 장종합적으로 장범준 승
XTC-4 흩날리는 꽃들속에서~,neutral,0.000100765305,0.99939215,0.0005070697,XTC-4 흩날리는 꽃들속에서
 이 노래랑 여수밤바다도 안 들어봄?,negative,0.99640465,0.0031024695,0.0004929517,이 노래랑 여수밤바다도 안 들어봄
당연히 장범준이 압도적으로 노래 더 흥행했는데 ㅋㅋ.,positive,0.0004243511,0.0015359637,0.99803966,당연히 장범준이 압도적으로 노래 더 흥행했는데 
장범준은 싱어송라이터는 맞는데 보컬로서의 입지가 조금 부족하지 않나.. 갠적으로 가창력이 너무 아쉬운데.엥?,negative,0.9985654,0.00060802366,0.00082654634,장범준은 싱어송라이터는 맞는데 
 장범준이 한시대의 아이콘정도야?,neutral,0.0033419582,0.99229866,0.004359438,장범준이 한시대의 아이콘정도야
 난 왜 벚꽃엔딩말고는 모르겠지ㅠ.,negative,0.99989533,9.460049e-05,9.968223e-06,난 왜 벚꽃엔딩말고는 모르겠지
가수가 근데 노래부터 잘해야지...,neutral,0.006003066,0.9908764,0.0031205188,가수가 근데 노래부터 잘해야지
 아티스트적 싱어 송라이터의 능력까지보면 장범준인데 가수는 일단 노래를 잘해야된다고봄.,positive,0.0015570882,0.28577992,0.712663,노래를 잘해야된다고
장범준은 매년 봄 되면 그냥 신이야.,positive,0.00058095227,0.0011227566,0.9982963,봄 되면 그냥 신이야
커리어는 장범준이 훨씬 위임ㅋ.,neutral,0.005444383,0.9940977,0.0004578742,커리어는 장범준이 훨씬 위임
Djxnxkdk 10년대 스트리밍 1위인건 벚꽃엔딩 맞음 가수로는 아이유고.,neutral,0.0013871976,0.9886413,0.009971543,벚꽃엔딩 맞음 가수로는 아이유고
고점은 장범준이 더 높음.,neutral,0.0028006602,0.98995996,0.0072393105,고점은 장범준이 더 높음
여기 댓글에 적혀있는 가수보다 장범준이 나중에 평가가 더 좋을거같음ㅋㅋㅋ,positive,0.00058547186,0.0034178142,0.9959967,있는 가수보다 장범준이 나중에 평가가 더 좋을거같음
벚꽃엔딩 말고도 여수 도시하나를 활성화시킴.,neutral,0.0002956017,0.9894282,0.010276217,여수 도시하나를 활성화시킴
웜뱃 난 반대인데 장범준이 해주는 커버들은 본인에 맞게 편곡까지 해서 부르는데이게 기가 막히거든,neutral,0.3739348,0.48252892,0.14353627,기가 막히거든
 3년 전에 유툽 막 시작하면서 커버곡 여러곡 했었는데나 아직도 종종 들음.,neutral,0.00013042409,0.9994072,0.00046237814,시작하면서 커버곡 여러곡 했었는데나 아직도 종종 들음
개닥장범준인데.닥 장범준.건전한에펨닉네임 나도 이 생각 했었음,neutral,0.00118157,0.9921969,0.006621455,건전한에펨닉네임 나도 이 생각 했었음
 우리세대 김광석은 장범준이라고.,neutral,0.00051416113,0.998868,0.0006178312,우리세대 김광석은 장범준이라고
무조건 장범준이지.,neutral,0.0005793271,0.99644864,0.0029720059,무조건 장범준이지
대중성은 장범준 미만잡임 남자중에선 원탑급?,positive,0.26873598,0.30693096,0.42433307,대중성은 장범준 미만잡임 남자중에선 원탑급
 여자는 아이유 바로 밑정도일듯.장범준 저평가 ㅈ대네.,negative,0.9988669,0.0005986294,0.00053453987,장범준 저평가 
소러울 난 00년생인데 여자애들은 장범준 존나 좋아하던데.,negative,0.62691367,0.33910984,0.033976533,여자애들은 장범준 존나 좋아하던데
 결혼도 잘했다고 생각하는지 이미지도 엄청 좋음.,positive,0.002348493,0.0002988842,0.9973526,생각하는지 이미지도 엄청 좋음
나보다 나이 많은 여자들은 모르겠다..,neutral,0.0012456067,0.9982461,0.00050842104,나보다 나이 많은 여자들은 모르겠다
야 댓글 77페이지ㅋㅋㅋ,neutral,0.0014835194,0.99811506,0.00040150253,야 댓글 77페이지
그냥 부인이 이쁜 장범준 승 하자.,positive,0.00057356496,0.0023577746,0.9970687,부인이 이쁜 장범준 승 하자
난 장범준.백수아다다 버스커버스커는 기타만 쳐도 쌈.,negative,0.9768702,0.016164524,0.0069653555,백수아다다 버스커버스커는 기타만 쳐도 쌈
백수아다다 솔직히 싸는노래는 장범준이 더 많지.,negative,0.992023,0.006845738,0.0011312976,백수아다다 솔직히 싸는노래는 장범준이 더 많지
장범준 승.,neutral,0.00066448614,0.9982414,0.0010941174,장범준 승
댓글 이렇게 많은거 첨본다ㅋㅋㅋ,negative,0.6971551,0.2845558,0.018289132,댓글 이렇게 많은거 첨본다
난 장범준에 한표.,neutral,0.000925428,0.9977843,0.0012903028,난 장범준에 한표
장범준은 지나고 평가하면 김광석처럼한시절을 대표하는 임팩트지현역이고 젊어서 저평가 오지게 당하는 부분이큼.,negative,0.9851436,0.01059127,0.0042651794,평가하면 김광석처럼한시절을 대표하는 임팩트지현역이고 젊어서 저평가 오지게 당하는 부분이큼
장범준 압승 ㅇㅇ.,positive,0.00145296,0.009319869,0.9892272,장범준 압승 
장범준 압승.,positive,0.005851908,0.17982903,0.8143191,장범준 압승
전승우승가능 그럴거면 김나박이도 장범준밑아닌가.,neutral,0.22158699,0.7716773,0.0067356974,김나박이도 장범준밑아닌가
장범준 압승이란다 ㅋㅋㅋㅋ,neutral,0.0011072675,0.9948894,0.004003348,장범준 압승이란다 
 장범준팬인거지,neutral,0.00178252,0.967666,0.030551441,장범준팬인거지
 냉정하게 말을해야지 ㅋㅋ,neutral,0.0065587857,0.9923718,0.0010694193,냉정하게 말을해야지 
압승 이지랄 ㅋㅋ.,negative,0.9971185,0.0026717081,0.00020974026,압승 이지랄 
대체닉넴뭘로해 아니 그건 아닌거 같어...봄 노래하면 장범준 노래 떠오르는데 니가 말한 것들은 안 떠오름.....,negative,0.95607525,0.042711806,0.0012129354,대체닉넴뭘로해 아니 그건 아닌거 같어
장범준.이정도면 취향차이아닌가ㅋㅋ,neutral,0.0015370266,0.9934041,0.0050588814,장범준
 누가더 훌륭한 가수인지는 모르겠지만 30대남자인데 장범준 노래들이 취향에 맞아서인지 훨씬 익숙하고 즐겨들었음.안죽는다니까 꿀리지..,positive,0.00079208915,0.0016214761,0.9975865,안죽는다니까 꿀리지
 벚꽃엔딩 하나로 정리되는 수준이고 나머지 하나씩 대입하면 더 처참할걸.,negative,0.99907887,0.00058384164,0.00033729328,대입하면 더 처참할걸
장범준 내려치기 해도해도 너무하네ㅋㅋ.,negative,0.9984516,0.0010811676,0.00046722256,장범준 내려치기 해도해도 너무하네
fishbone 젤리피쉬인가 거기 있을때 소속 연예인들 모아서 크리스마스 앨범 낸거 박효신도 있었음,neutral,0.0009069996,0.9980076,0.001085361,크리스마스 앨범 낸거 박효신도 있었음
크리스마스 시즌되면 벚꽃엔딩만큼은 아니어도 매년 역주행함이 노래 나름 대박 쳐서 다음해에도 크리스마스 앨범 냈는데 그건 망했을걸?.,negative,0.9989242,0.0005458059,0.00053003634,역주행함이 노래 나름 대박 쳐서 
벚꽃엔딩 /고백 /왜 /추적이는 여름비가되어/ 노래방에서 /잠이오질않네요/,neutral,0.00064653944,0.9961598,0.0031937405,잠이오질않네요
 흔들리는 꽃들 속에서 네샴푸향 다 너무 좋음.,positive,0.0001697014,8.3143816e-05,0.9997471,흔들리는 꽃들 속에서 네샴푸향 다 너무 좋음
병신들 당연히 장범준이지 깨시민인척 오지네 ㅋㅋㅋ.,negative,0.999081,0.00046294634,0.00045607597,병신들 당연히 장범준이지 깨시민인척 오지네 
가창력은 성이 위지만 후대에 기억되는건 장범준이라는건 공감불가 장범준이 우리가 가지는 생각보다 어떻게보면 위상이나 평가가 다를 수 있을 수도 있다고 보지만 성이 밀린다는건 좀 멜론같은거 따지는건 마치 버즈랑 잔나비랑 비교하는꼴 아닌가.,negative,0.9983847,0.0012049192,0.00041035935,버즈랑 잔나비랑 비교하는꼴 아닌가
장범준 노래 메들리로 연결해서 들으면 언제 노래가 바뀐지 알아차릴 수 없고 제목 못맞춤 ㅇㅈ?.,neutral,0.13520372,0.80547035,0.05932598,제목 못맞춤 ㅇㅈ
벚꽃엔딩이 사기긴해.ㅋㅋ,neutral,0.0022679323,0.99652797,0.00120414,벚꽃엔딩이 사기긴해
별걸 다 가지고 싸우네,negative,0.99646425,0.0031133643,0.00042235522,별걸 다 가지고 싸우네
 개취가지고난 저음 노래를 너무 싫어해서 장범준 노래 좋은건 알지만 음이나 목소리가 내 취향이 아닌데 나같은 놈들도 있는 거지,positive,0.0,0.0,1.0,음이나 목소리가 내 취향이 아닌데
 뭐.보컬실력으로는 100대0수준 아닌가?,negative,0.97750014,0.021575755,0.000924081,보컬실력으로는 100대0수준 아닌가
 장범준은 그냥 취향하나로 듣는거같은대.,neutral,0.0034924068,0.992101,0.004406548,취향하나로 듣는거같은대
