,content,sentiment,negative,neutral,positive,highlight
138, 성시경은 아스날같은거임,neutral,0.0011623314,0.99793565,0.0009019298,성시경은 아스날같은거임
139, 꾸준히 상위권 장범준은 신드롬이었고.하우HOW 성시경도 작사작곡 많은데.. 근데 벚꽃엔딩이 넘쎄다.,positive,0.00093949965,0.008996423,0.9900641,꾸준히 상위권 장범준은 신드롬이었고
140,"지금은 성시경이 더 높을지라도 시간지나면 장범준이 넘어서긴할듯.성시경, 박효신 넘었나?.",neutral,0.0020118267,0.9961299,0.0018583419,박효신 넘었나
141,발라드 goat 성시경이라는 댓글은 진짜 개소리임.,negative,0.99920815,0.0004780314,0.0003138894,댓글은 진짜 개소리임
142, 발라드 goat는 이문세지 ㅅㅂ.,negative,0.9965198,0.0031665298,0.00031358274,발라드 goat는 이문세지 ㅅㅂ
143,쿤디판다 아니 솔직히 성시경은 박효신이랑도 힘들어 보이는데;;.,negative,0.9941493,0.0054566055,0.0003941044,쿤디판다 아니 솔직히 성시경은 박효신이랑도 힘들어 
144,성시경 노래는 좋은데 사람은 싸가지 없어서 별로임.,negative,0.9985091,0.00038569447,0.001105206,사람은 싸가지 없어서 
145,근데 나이때문인가 성시경노래를 몇개모름 거리에서랑 몇개 더..?,neutral,0.0015348282,0.9978217,0.00064351223,나이때문인가 성시경노래를 몇개모름 거리에서랑 몇개 더
146, 장범준노래는 많이알고.,neutral,0.00047611658,0.99774915,0.0017746898,장범준노래는 많이알고
147,"가수로서는 성시경, 뮤지션으로서는 장범준장범준 자가복제가 심하니 어쩌니 해도 벛꽃엔딩 임팩트가 너무 강함벛꽃엔딩은 단순히 히트곡이 아니라, 그냥 그 계절 그 감성 자체라.",negative,0.6815669,0.09849069,0.21994242,벛꽃엔딩 임팩트가 너무 강함벛꽃엔딩은 단순히 히트곡이 아니라
148,난 성시경특유의 감성이좋아.,positive,0.0012204618,0.00027268892,0.99850684,난 성시경특유의 감성이좋아
149,장범준 성시경이야 뭐 취향차이라고 쳐도장범준이 너무 무시 당하는 느낌은 있네,negative,0.9981183,0.0010085637,0.0008732112,쳐도장범준이 너무 무시 당하는 느낌은 있네
150, 노래가 따라 부를만 해서 그런가?,neutral,0.0012950104,0.9980919,0.00061315176,노래가 따라 부를만 해서 그런가
151, 그래서 더 대단한건디.. 남들이 부르기 어렵고 고음 팍팍 내질러야 대단한 가수인건 아닌데 말야.,negative,0.9868281,0.010620354,0.0025516415,남들이 부르기 어렵고 고음 팍팍 내질러야 대단한 가수인건 아닌데 
152,걍 닥 성시경 아님?.,neutral,0.02663062,0.9726068,0.0007626157,걍 닥 성시경 아님
153,성시경이 콘서트티켓파워력 훨씬 더 쎌텐데ㅋㅋ.,neutral,0.0050377217,0.92337817,0.07158408,성시경이 콘서트티켓파워력 훨씬 더 쎌텐데
154,나도 무조건 장범준이라 생각했는데 여긴 성시경 여론이 점령해서 놀람난 장범준노래를 더 많이 들었음.,neutral,0.0012830707,0.96202415,0.03669286,성시경 여론이 점령해서 
155,노래 실력은 성시경이지만 자기 음역대나 목소리 컬러에 맞는 음악을 잘 뽑아내는 건 장범준임.,positive,0.00047678873,0.0010322437,0.9984909,자기 음역대나 목소리 컬러에 맞는 음악을 잘 뽑아내는 건 장범준임
156, 징범준에게 감사해라,neutral,0.005967227,0.9919978,0.0020349598,징범준에게 감사해라
157, 고음역대 노래 안만들고 쉽게 노래방에서 부를 수 있는 노래 만들어줘서.내가 작곡가면 성시경한테 곡주고싶긴할듯.,neutral,0.00974559,0.93503976,0.055214647,성시경한테 곡주고싶긴할듯
158,성시경은 그냥 발라더고장범준은 장르를 개척한 개척자임.,neutral,0.0007357352,0.9914322,0.0078321025,성시경은 그냥 발라더고장범준은 장르를 개척한 개척자임
159,이건 닥치고 성시경이지,neutral,0.0032114873,0.995589,0.0011994815,이건 닥치고 
160, 이걸 왜 고민하나 목소리 하나로 끝 아님?.,negative,0.98478794,0.014571324,0.00064073753,이걸 왜 고민하나 목소리 하나로 끝 아님
161,무조건 성시경인데 이걸 장범준이 비빈다고?,neutral,0.00138495,0.99690175,0.0017133626,성시경인데 이걸 장범준이 비빈다고
162, 어이가없다.,negative,0.9993687,0.00032903312,0.0003021985,어이가없다
163,난 성시경 노래 좋아~.,positive,0.0012429567,0.00023274732,0.99852437,난 성시경 노래 좋아
164,가수로는 성시경이고 뮤지션으로서는 장범준 아닌가.,neutral,0.0005817625,0.9987919,0.0006263672,뮤지션으로서는 장범준 아닌가
165,난 성시경.히트곡수는 성시경이고 고점은 장범준아닌가.,neutral,0.0007578594,0.997841,0.001401192,히트곡수는 성시경이고 고점은 장범준아닌가
166,근데 일단 보컬실력면에선 성시경 아닌가?,neutral,0.0009954834,0.9977189,0.0012856278,보컬실력면에선 성시경 아닌가
167,장범준은 작곡실력은 인정하지만 음색이외에는딱히 보컬로는 뭐없는데.가창력이라던지 이런건 성시경이 이길 수 있으나 활동 자체는 장범준이 쌔다고 봄.,positive,0.0007707169,0.0027823434,0.9964469,활동 자체는 장범준이 쌔다고 
168,"히든싱어 장범준 2라탈락 , 성시경 우승 .",neutral,0.0025908009,0.99451184,0.0028973273,성시경 우승 
169,   고로 성시경 승.,neutral,0.00094356446,0.9981918,0.000864638,고로 성시경 승
170,가창력만 따지면 당연히 성시경이겠지,neutral,0.00063623366,0.9960098,0.0033540062,가창력만 따지면 당연히 성시경이겠지
171, 근데 누가 더 좋은 아티스트고 가수냐 하면 닥 장범준 아닌가?,neutral,0.0055351853,0.9592205,0.035244387,닥 장범준 아닌가
172, 애초에 장범준 앨범이랑 싱글 커리어 따라오는 가수가 몇이나 된다고.,neutral,0.0011952807,0.9978339,0.0009707388,애초에 장범준 앨범이랑 싱글 커리어 따라오는 가수가 몇이나 된다고
173,누구 노래가 더?,neutral,0.0008809757,0.9988325,0.0002865101,누구 노래가 더
174, 그러면 벚꽃 히트가 많은?,neutral,0.10402192,0.8770949,0.018883135,벚꽃 히트가 많은
175, 그러면 성시경 아닌가.,neutral,0.00088258827,0.99859685,0.0005205491,그러면 성시경 아닌가
176, 근데 영향력은 벚꽃 이길 노래가 앞으로도 있을까 싶다..,neutral,0.0015026918,0.99531186,0.0031854124,노래가 앞으로도 있을까 
177,아까도 장범준 너무 내려치기 당한다고 댓글달았었는데닥 성시경이란 사람들 보면 걍 앞뒤다,negative,0.99732864,0.0023204035,0.0003509984,사람들 보면 걍 앞뒤다
178,짜르고 지생각만 맞다는 인간들이 많은듯그리고 성시경이 마녀사냥+유튭 으로 인지도 개올라가서 오히려 젊은세대가 장범준보다 성시경을 좋아하는게 느껴진다,negative,0.9972905,0.0012884632,0.0014210879,젊은세대가 장범준보다 성시경을 좋아하는게 느껴진다
179,"성시경 발라드가수로서 독자적인 입지,본인스타일,메가히트곡 다 인정하지만 막상 본인 가수하던 시절에 독보적인 느낌은 1도 없었음.먹을텐데 성식영 승.",positive,0.0026167606,0.0035432263,0.99384004,느낌은 1도 없었음
180,근데 성시경은 전성기에 남자들한테 비호감으로 찍혀서 저평가 받은 감도 있음.,negative,0.99870455,0.0006566356,0.0006388865,저평가 받은 감도 있음
181,노래 실력은 성시경그 외 직곡이라던가 대중성은 장범준 아님?.,neutral,0.0006660595,0.99756795,0.001765963,노래 실력은 성시경그 외 직곡이라던가 대중성은 장범준 아님
182,이게 비교가되나 ㅋㅋㅋㅋ,neutral,0.10060026,0.89810413,0.0012955085,이게 비교가되나 
183,장범준은 진짜 한획을 그은 사람인데 성시경은 목소리 좋은 당시대 잘하는 가수 1 정도고.포계의업상입니다,positive,0.0004249554,0.0039935964,0.99558145,장범준은 진짜 한획을 그은 사람인데 성시경은 목소리 좋은 당시대 잘하는 가수 1 정도고
184, 신승훈 다음 계보가 성시경임국가대표 발라더하지만 장범준이 위라고 본다.,neutral,0.0001950794,0.9990295,0.0007754488,국가대표 발라더하지만 
185,아까 댓글보니 장범준 개좆으로 보는 댓글들도 많던데 ㅋㅋㅋㅋㅋ,negative,0.99912685,0.0005448444,0.0003284034,댓글보니 장범준 개좆으로 보는 댓글들도 많던데 
186,성시경도 대단하지만 장범준을 개좆으로 보는 댓글이 있다는게 존나 신기했음 ㅋㅋ.,negative,0.996527,0.002845947,0.0006270495,장범준을 개좆으로 보는 댓글이 있다는게 존나 신기했음 
187,"보컬만 따지면 성시경, 프로듀싱 능력까지 치면 장범준이라고 생각함.",neutral,0.00057642924,0.99055415,0.008869359,프로듀싱 능력까지 치면 장범준이라고 생각함
188,개인적으로는 성시경내 최애곡이 희재이기도 하고….,neutral,0.00023203365,0.99258363,0.0071843397,개인적으로는 성시경내 최애곡이 희재이기도 하고
189,"성시경이 가수로서의 자질 (음색, 가창력)이 엄청 뛰어나고 명곡도 많지만 장범준은 좀 더 대중적으로 히트하고 성공을 거둔 뮤지션이라.. vs의 기준이 정확히 가수의 자질이냐 아님 그냥 연예인으로서의 대중성의 성공이냐에 따라 평가가 다르지.",positive,0.00046333962,0.0103752725,0.98916143,가창력)이 엄청 뛰어나고 
190,닥성시경인줄 알았는데장범준 평가가 이리 높았나.,positive,0.0022471172,0.012932612,0.9848202,장범준 평가가 이리 높았나
191,나는 성시경이긴한데..지금까지 경력이나 이런걸 봤을때 장범준이..시간만지나면 뛰어넘을거라고봄...,positive,0.00083438226,0.026643107,0.97252256,시간만지나면 뛰어넘을거라고봄
192,개인적으로 음색은 성시경이 너무좋고..다른 아티스트적인 능력이나 작사작곡능력은 장범준이 좋아서..ㅋㅋㅋ.,positive,0.00074249617,0.00029966145,0.9989579,능력이나 작사작곡능력은 장범준이 좋아서
193,장범준은 버스커버스커 1집 발매한걸로 그냥 성시경 가볍게 정리하는거 아닌가... 이정도 파급력 가진 가수가 2010년대에 얼마나 있었는지.,neutral,0.0011767608,0.9846666,0.014156721,이정도 파급력 가진 가수가 2010년대에 얼마나 있었는지
194,노래 실력은 성시경.,neutral,0.00027594838,0.99858814,0.0011358738,노래 실력은 성시경
195,노래 가창력은 성시경.,neutral,0.00018422777,0.99865144,0.001164301,노래 가창력은 성시경
196, 음악인으로서 더 성공은 장범준.노래를 누가 더 잘하냐 >,positive,0.00077517144,0.0047146855,0.9945102,음악인으로서 더 성공은 장범준
197, 성시경누가 더 위대한 아티스트냐 >,positive,0.0028038283,0.06711556,0.9300806,성시경누가 더 위대한 아티스트냐 
198, 장범준.성시경은 요즘 노래 안하고 술 많이 드시는 분 아니었나.,neutral,0.00072460354,0.9987093,0.0005660599,술 많이 드시는 분 아니었나
199,결국 돈 많이 번 사람이 승자아님??,neutral,0.0120647345,0.9811802,0.006754964,사람이 승자아님
200, 이걸로 따져도 장범준은 곡수가 적은 대신 효자곡이 성시경보다 수익이 좋을거 같고 성시경은 효자곡이 장범준보다 적겠지만 주옥 같은 노래가 한 둘이 아니라 존나 박빙이네.,positive,0.009136108,0.1476254,0.8432385,주옥 같은 노래가 한 둘이 아니라 존나 박빙이네
201,개인적으로 장범준 노래는 참 좋다는 생각이 항상 들지만 성시경 노래처럼 감동은 없는 듯 ...,negative,0.9991652,0.00019370446,0.0006411525,성시경 노래처럼 감동은 없는 듯 
202,와 ㅋㅋㅋ,neutral,0.00087160047,0.9986085,0.0005198601,와 
203,진짜 내가 엄마한테 장범준 노래 뭐가 좋다고 맨날 듣냐고 소리 듣던 사람인데도 성시경인데어떻게 장범준이지 ㅋㅋㅋㅋ,neutral,0.0011390608,0.9875964,0.011264536,성시경인데어떻게 장범준이지 
204, 진짜 이해 안됨ㅋㅋㅋ,negative,0.9991597,0.00064098364,0.00019940292,진짜 이해 안됨
205,임팩트만 따지면 장범준인거 이해하는데 overall로 장범준이 위라고?,neutral,0.002378098,0.9909112,0.0067107826,임팩트만 따지면 장범준인거 이해하는데 
206, 전혀 아마 10대20대 한정일듯.,neutral,0.000113833274,0.999724,0.00016217203,전혀 아마 10대20대 한정일듯
207,"누가 성시경은 어느노래든 부르면, 본인곡으로 승화시키는 창법을 가지고있다고해서그전까진 나도 성식이형 파였는데장범준 회상 듣고 생각 완전바뀜.",neutral,0.0038765552,0.98142344,0.01470002,생각 완전바뀜
208, 본인 창법 장난아님 그냥한국 어디에도 장범준처럼 노래부르는사람 찾기힘들정도로 유니크함가창력이런걸떠나서 ㅋㅋ,positive,0.0004388104,0.0012407292,0.9983204,힘들정도로 유니크함가창력이런걸떠나서 
209,김창완씨 노래를 그렇게 본인곡처럼 부를줄은 몰랐음.,neutral,0.0014188997,0.9912355,0.00734558,김창완씨 노래를 그렇게 본인곡처럼 부를줄은 몰랐음
210,장범준은 아티스트영역이고 성시경은 걍 가수 범위가 다르다고봄.,neutral,0.00074573356,0.99864835,0.0006060063,가수 범위가 다르다고
211,틀딱 남자들이 성시경 느끼하다고 많이들 싫어했지 ㅋㅋ,negative,0.99904746,0.00049970427,0.00045276928,틀딱 남자들이 성시경 느끼하다고 
212, 여자들은 반대로 엄청 좋아했고.,positive,0.0040744697,0.2193128,0.7766127,여자들은 반대로 엄청 좋아했고
213,포지션이 완전 다른데 무슨 의미가.. 가창력은 성시경 압승이고 작곡 능력은 장범준 압승 장범준은 노래도 하니까 종합점수가 높다고 하는데 성시경도 작곡 능력이 제로인게 아님.,negative,0.99477166,0.004372723,0.0008556029,성시경도 작곡 능력이 제로인게 아님
214,걍 지금 포크쪽 원탑 장범준발라드쪽 원탑 성시경인거지,neutral,0.002490795,0.9881791,0.009330145,걍 지금 포크쪽 원탑 장범준발라드쪽 원탑 성시경인거지
215,이걸 누가 낫니 마니 싸우는게 이상한거 아님?.,negative,0.9840777,0.015358211,0.0005639916,누가 낫니 마니 싸우는게 이상한거 아님
216,"벚꽃엔딩이 불후의 명곡은 틀림없지만 거의 대부분 노래가 허어~어어~  원툴이고 목소리가 금방 질림성시경은 전문가들, 프로듀서들이 뽑은 올타임 넘버원 급 보컬.ZUTOMAYO 정보) 너는나의봄이다의 작곡가는 성시경이다.",positive,0.0005601445,0.0011818123,0.99825805,벚꽃엔딩이 불후의 명곡은 틀림없지만 
217,ZUTOMAYO 뭐 작곡능력면에서는 장범준이 위다,neutral,0.0003997452,0.9929496,0.006650701,ZUTOMAYO 뭐 작곡능력면에서는 장범준이 위다
218, 이런말하고싶은거아님?,neutral,0.00393331,0.99556136,0.00050533365,이런말하고싶은거아님
219, 성시경 작곡못함 이런뜻은아니고.,neutral,0.4865508,0.5117293,0.0017198657,성시경 작곡못함 이런뜻은아니고
220,고점은 장범준이 높아도 히트곡은 성시경이 더 많지 않나..누가 우위인진 모르겠고 둘 다 안 듣다가 성시경 노래는 요새 듣는 중.,neutral,0.0015789848,0.9942814,0.0041395416,고점은 장범준이 높아도 히트곡은 성시경이 더 많지 않나
221,성시경은 10cm랑 붙어도 10cm가 이기는데.,neutral,0.0012211357,0.9948544,0.003924507,성시경은 10cm랑 붙어도 10cm가 이기는데
222,난 굳이 따지자면 장범준 세대인데도성시경이라고 생각하는데...나도 둘 다 잘나가던 시절 다 경험했고 장범준은 슈스케때 초반에 떨어지기 전부터 얜 무조건 대성할 밴드라고 생각했었고 지금도 엄청 높게보긴하는데그래도 성시경...장범준은 성시경보다 sg 와나비랑 비교해야 급이 맞을 거 같은데.,positive,0.00054037414,0.031843655,0.96761596,전부터 얜 무조건 대성할 밴드라고 생각했었고 
223,개인적으로 성발라 노래 더 많이 들어서 성시경.,neutral,0.00039591733,0.99026746,0.009336631,개인적으로 성발라 노래 더 많이 들어서 성시경
224,난 성시경 학창시절에 진짜 많이 들어서 성시경.성시경은 김동률한테도 밀림.,negative,0.7834562,0.1996866,0.0168572,성시경은 김동률한테도 밀림
225,성시경이 활동당시에 1등으로 씹어먹지는 못했어도 고평가 받는 이유가 계속 찾아 듣게되는 노래가 많음앨범 판매량 같은건 성적표로 볼때 중요하지만 결국 누구 노래를 더 많이 들었냐 하면 버스커+솔로 장범준 노래는 한철에만 듣고 그렇게 많이 찾아듣지는 않은듯.,neutral,0.05053889,0.65150404,0.29795715,되는 노래가 많음앨범 판매량 같은건 성적표로 볼때 중요하지만 
226,성시경 전성기 직접겪은 엠팍에서도 장범준 승이면 더 할말없지 뭐.성시경 장범준 둘 다 좋긴한데 지금도 듣는건 성시경노래임.,positive,0.00043415392,0.0030362536,0.99652964,성시경 장범준 둘 다 좋긴한데 
227, 난 성시경.,neutral,0.00047126494,0.9990953,0.00043341846,난 성시경
228,쥐뿔도 없는 여수를 관광도시 만든게 장범준임 ㅋㅋ,neutral,0.0014000342,0.99612975,0.002470214,쥐뿔도 없는 여수를 관광도시 만든게 장범준임 
229,그래도 난 성시경 팬이라…,positive,0.0012732944,0.1516286,0.84709805,그래도 난 성시경 팬이라
230,성시경도 데뷔때 반짝 인기많다가 2010년쯤 전후로는 느끼발라더로 많이 까였었음.,negative,0.99010825,0.008272056,0.0016196724,전후로는 느끼발라더로 많이 까였었음
231, 복고랑 옛날감성이 인기많아지니 재평가 제대로 받은거고.,positive,0.001094306,0.0022725528,0.9966331,복고랑 옛날감성이 인기많아지니 재평가 제대로 받은거고
232, 가창력은 성시경이 넘사. 대중적인 영향력은 장범준이 넘었다고 봄.,neutral,0.0005439775,0.9710297,0.028426323,가창력은 성시경이 넘사
233,성시경은 보컬이 좋은거긴해...보컬은 씹상위지.내가 성시경 데뷔초부터 봤는데 성시경이 장범준에 비교될 급이 아닌데 참 내 ㅡㅡ.,negative,0.99556583,0.0020190876,0.00241502,보컬은 씹상위지
234,머야 성시경이 이리 저평가됌?.,negative,0.9934455,0.0058581987,0.0006963118,머야 성시경이 이리 저평가됌
235,솔직히 성식이형은 가수로서의 전성기는 이미 10년전에 끝났지.,neutral,0.003998375,0.9469728,0.049028806,솔직히 성식이형은 가수로서의 전성기는 이미 10년전에 끝났지
236, 별그대 OST가 전성기의 마지막 이었다고 봄.이후로는 예능이나 시상식 MC에 더 가깝지.,neutral,0.0096429195,0.95088786,0.039469242,이후로는 예능이나 시상식 MC에 더 가깝지
237, 지금은 유튜버고ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ.,neutral,0.0013888857,0.99812216,0.0004889619,지금은 유튜버고ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
238,보컬로서냐 뮤지션으로서냐에 따라 답이 달라짐보컬로는 성시경이 압승뮤지션으로서는 장범준이 압승.,neutral,0.0016505809,0.9866419,0.011707453,답이 달라짐보컬로는 성시경이 압승뮤지션으로서는 장범준이 압승
239,노래실력으로 하면 성시경그외엔 장범준.,neutral,0.0003293141,0.9973322,0.002338516,노래실력으로 하면 성시경그외엔 장범준
240,난 성시경.,neutral,0.00047126494,0.9990953,0.00043341846,난 성시경
241, 우리엄마 장범준 모르고 성시경은 알듯.,neutral,0.0011450134,0.9949392,0.0039158077,우리엄마 장범준 모르고 
242,장범준은 프로듀싱 능력이 뛰어난거 아님??,positive,0.0009041298,0.0155326,0.9835633,장범준은 프로듀싱 능력이 뛰어난거 아님
243, 성시경은 보컬리스트인데 비교대상이 이상함.,negative,0.99870455,0.0008848288,0.00041057146,비교대상이 이상함
244,의외네 성시경 인기 미친듯이 많았을줄ㅋㅋㅋ,positive,0.0018880164,0.07825061,0.9198614,성시경 인기 미친듯이 많았을줄
245,거리에서가 워낙 유명해서.,neutral,9.9273975e-06,0.99993515,5.50028e-05,거리에서가 워낙 유명해서
246,성시경이 딸려서 장범준이 위인게 아니라성시경도 대단하지만장범준이 히트를 더 잘 친 사람인거.,neutral,0.0010899368,0.97118807,0.027721964,장범준이 히트를 더 잘 친 사람인거
247,난 성시경... 장범준 방송활동안해도 그정도라는데 갠적으로 성시경 방송활동은 오히려 가수 성시경한테는 마이너스라생각해서...아티스트로 장범준이 걍 압살이지 싶은데...,negative,0.9917995,0.0065527554,0.00164783,가수 성시경한테는 마이너스라생각해서
248, 근데 장범준 노래는 버스커 1집 이후로 몇 곡 안듣고 성시경은 플리에 항상 있음ㅋㅋㅋㅋ.,neutral,0.0005891253,0.99805343,0.0013574495,근데 장범준 노래는 버스커 1집 이후로 몇 곡 안듣고 
249,성시경은 이제 '먹을텐데'만 해도 먹고 살 듯..,neutral,0.0037842244,0.97282207,0.023393732,해도 먹고 살 듯
250,내 취향은 성시경이긴 한데.. 콘서트 가봤는데 진짜 좋았음.,positive,0.0,0.0,1.0,내 취향은 성시경이긴 한데
251,아니 근데 진짜  장범준 후려치기 ㅈ대는듯;,negative,0.9985631,0.001180178,0.0002567741,  장범준 후려치기 
252, 성시경 전성기가 장범준급 임팩트였음?,positive,0.00071680924,0.0037137975,0.9955694,성시경 전성기가 장범준급 임팩트였음
253, 봄되면 어김없이 차트 상위권 스물스물올라오는 봄의 캐롤이라는 곡을 작사작곡하고 그거말고도 꾸준히 메가히트곡이 나왔는데 ㅋㅋ,positive,0.0008759017,0.0005927281,0.99853134,어김없이 차트 상위권 스물스물올라오는 봄의 캐롤이라는 곡을 작사작곡하고 
254,장범준 후려치기가 너무심하네.,negative,0.99883443,0.0009112991,0.0002543753,장범준 후려치기가 너무심하네
255,은월향 나는 성시경이 더 좋은데 절대 그 정돈 아녔음ㅋㅋ.,negative,0.9998586,4.9024784e-05,9.233441e-05,은월향 나는 성시경이 더 좋은데 
256,내손을잡아 허어어어어어엉이 대부분인 노래보다 성적낮은 성시경 노래는 뭐임?.,negative,0.9959915,0.0033044727,0.0007040703,노래보다 성적낮은 성시경 노래는 뭐임
257,성시경 노래는 자주 찾아 듣는데 장범준 노래는 신곡 나왔을때 빼고는 찾아듣지는 않게 되더라.,neutral,0.0019084822,0.99410653,0.0039850245,빼고는 찾아듣지는 않게 되더라
258,고음 때문에 성시경>장범준이라는 사람들 의견은 들을 가치도 없음,negative,0.9987864,0.0005528474,0.0006607958,사람들 의견은 들을 가치도 없음
259,케이팝 망치는 주범들임.,negative,0.9991314,0.0003534364,0.0005152909,케이팝 망치는 주범들임
260,국가안보 애초에 성시경이 고음으로 유명한게 아닌데 먼소리하노.,negative,0.99554884,0.003497784,0.0009533113,국가안보 애초에 성시경이 고음으로 유명한게 아닌데 
261,"그 중들이 경전 외듯이 앵앵앵앵 부르는, 듣기 존나 싫은 음색이 장범준이라면 닥치고 성시경이지.",negative,0.9954947,0.002420163,0.0020850988,듣기 존나 싫은 음색이 장범준이라면 닥치고 
262, 가창력 비벼진다는게 성시경에게 굴욕이다..,negative,0.9983713,0.0008466306,0.00078204373,가창력 비벼진다는게 성시경에게 굴욕이다
263,성시경이라고 하는 분들은 대부분 노래 실력이나 본인 취향에 많이 점수를 주신 거 같음.,positive,0.00037287927,0.0016603394,0.99796677,대부분 노래 실력이나 본인 취향에 많이 점수를 주신 거 같음
264, 생각해보면 객관적인 영향력을 따졌을 때 장범준이 훨씬 더 큰 거 같은데.,neutral,0.0013427623,0.99250495,0.0061522913,장범준이 훨씬 더 큰 거 같은데
265,성시경 고평가 되는게 아마 정통 발라더?,neutral,0.0027021987,0.9918936,0.005404158,성시경 고평가 되는게 아마 정통 발라더
266, 요즘 좀 드물잖아,neutral,0.0009488898,0.9980836,0.00096755836,요즘 좀 드물잖아
267, 그런장르의 계보도에 이어지는 인물이라 그런거 같음..작곡으로 대박친 장범준싱어 역량은 성시경난싱어송라이터를 더 쳐줌 그게 더 어렵자나.,neutral,0.1516862,0.77802503,0.0702887,그게 더 어렵자나
268,대중성은 장범준나머지는 성시경 압승이지..,neutral,0.00061861105,0.9969093,0.002472154,대중성은 장범준나머지는 성시경 압승이지
269, 장범준 택하는 사람은 헤이즈 vs 박정현에서도 헤이즈 택할 건가?ㅋㅋ.,neutral,0.00066328986,0.9982838,0.0010527846,박정현에서도 헤이즈 택할 건가
270,누가 가수로서 더 나은지는 모르겠지만 콘서트 하나 갈 수 있다면 난 성시경.성시경은 여자픽이 존내 높은듯원히트원더로 따지자면거리에서 vs 벚꽃엔딩 난 벚꽃승.,neutral,0.00084616477,0.99159956,0.0075543057,원히트원더로 따지자면거리에서 vs 벚꽃엔딩 난 벚꽃승
271,노래 실력의 경우 둘의 방향성이 다르지만 성시경 우위라고 보는데 전반적으로 가수로써 내는 앨범이나 작품을 본다면 아티스트로서는 장범준 압승임.,positive,0.00058876834,0.0024808696,0.9969304,전반적으로 가수로써 내는 앨범이나 작품을 본다면 아티스트로서는 장범준 압승임
272,가수 성시경 윈 싱어송라이터 장범준 윈.,neutral,0.0002911948,0.9991167,0.00059201656,가수 성시경 윈 싱어송라이터 장범준 윈
273,그냥 발라드계 황태자 계보를 누가 이었는지 생각해보면 됨.,neutral,0.014882258,0.98452777,0.00059003814,생각해보면 됨
274, 애초에 성시경은 콘서트 가수인것도 크고.,neutral,0.0003083116,0.9990416,0.0006500546,애초에 성시경은 콘서트 가수인것도 크고
275,성시경 아닌가??,neutral,0.00083435036,0.99872094,0.0004446307,성시경 아닌가
276, 노래 난이도자체가 성시경 노래가 훨씬 어렵잖아,negative,0.99248564,0.005450369,0.00206402,노래 난이도자체가 성시경 노래가 훨씬 어렵잖아
277, 물론 노래 부르기 쉽다고 해서 원곡 가수가 노래 못 부르는다는 말은 아닌데근데 이게 누가 더 노래 잘 부르냐 그거 비교하는거임?,neutral,0.09492783,0.9025227,0.0025494962,그거 비교하는거임
278, 전체적인걸 비교하는거임?.,neutral,0.019169804,0.9800253,0.0008048067,전체적인걸 비교하는거임
279,잘 부르긴 하지만 그냥 좀 더 대중적인 느낌이 장범준이지.ㄹㅇ,neutral,0.0004711806,0.9981712,0.0013575741,더 대중적인 느낌이 장범준이지
280, 노래는 성시경이지.,neutral,0.0005060212,0.99837023,0.0011237042,노래는 성시경이지
281,아이유가 대중적으로 성공했다고 이선희랑 비교하는꼴 아니냐..마크로니아 장범준이 성시경 넘었듯아이유가 이선희는 이미 넘었음.,neutral,0.0029076769,0.9408564,0.05623586,아이유가 대중적으로 성공했다고 이선희랑 비교하는꼴 아니냐
282,성시경이 현역 중에 탑급 보컬이긴 하지만둘 다 대중가요 가수니까 상업적인 측면에서 압살하는 장범준 승이지.,neutral,0.047931265,0.8715708,0.08049787,측면에서 압살하는 장범준 승이지
283,둘중 한명 꼽으면 무조건 성시경인데.. 김나박이처럼 발성 짱짱한애들만 인정해주는 시대에서도 살아남아서 지금 00년생들까지 노래 다 듣잖아?,positive,0.004693894,0.012112634,0.9831935,김나박이처럼 발성 짱짱한애들만 인정해주는 시대에서도 살아남아서 
284, 노래방 차트 100순위 켜서 히트곡 개수 세어봐도 성시경 압승임.,positive,0.0011536113,0.0019616408,0.99688476,히트곡 개수 세어봐도 성시경 압승임
285,장범준은 음지의 고수 느낌이고 성시경은 양지의 고수 느낌.,neutral,0.00063870015,0.99893135,0.0004298983,장범준은 음지의 고수 느낌
286, 결론은 그냥 둘다 짱이라 생각함..다 주관적이니까 갈리지 ㅋ,neutral,0.0006800042,0.99864835,0.0006716894,다 주관적이니까 갈리지 
287,"음반판매량이나 1위 횟수, 저작권료 등등 다양한걸로 자료 제시라도 해야 납득하지",negative,0.9925587,0.0071082185,0.00033304605,자료 제시라도 해야 납득하지
288,난 성시경.,neutral,0.00047126494,0.9990953,0.00043341846,난 성시경
289,센스는챌린저 사실 객관적인 지표로 따지면 장범준이 압승이긴 함 성시경이 원탑이었던 시기는 거의 없음.,neutral,0.0017082068,0.98638594,0.011905814,시기는 거의 없음
290,성시경 동시대에 브아솔 sg워너비 버즈 김종국 등 너무 많았지 않나 장범준은 그야말로 씹어먹었고.같은 기간대비로는 장범준이 임팩트 더 쎄고성시경은 아무래도 연차가 오래된 가수고 롱런하고있으니 누적치가 많이 쌓인 느낌 ?,positive,0.00039452888,0.0024177758,0.9971877,연차가 오래된 가수고 롱런하고있으니 
