content,sentiment,negative,neutral,positive,highlight
한섬닷컴 엠팍 틀딱 새끼들이 장범준 고르는걸 보여줘도 이런 소리를 하면 어쩌누 얜 ㅋㅋ.,negative,0.9992434,0.00036458956,0.00039197432,한섬닷컴 엠팍 틀딱 새끼들이 장범준 고르는걸 보여줘도 이런 소리를 하면 어쩌누 얜 
다른건 모르겠고 장범준이 내려치기 당할 클래스는아닌데.,neutral,0.24562135,0.7424102,0.011968394,장범준이 내려치기 당할 클래스는아닌데
"본인 자작곡으로 한 시대 씹어먹은 장범준이 위지 버스커버스커 1집 여수밤바다, 벚꽃엔딩에서 게임 끝임.",neutral,0.00049540884,0.9972155,0.0022890512,씹어먹은 장범준이 위지 버스커버스커 1집 여수밤바다
음악적 성과로 보면 닥 장범준인거같은데.,positive,0.0006328513,0.0011265819,0.9982406,음악적 성과로 보면 닥 장범준인거같은데
축구선수 비교랑 비슷하다고 봄 꾸준함도 중요한데 임팩트에 조금 더 점수가 간다고 생각한 그래서 장범준이 조금 더 위지 않을까 생각해봄.,neutral,0.0016431328,0.9362798,0.062077068,장범준이 조금 더 위지 않을까 
음원은 장범준이 압승인데.과일귀신 최근 10년치는 아예 비교가 안 되게 장범준 압승임.,neutral,0.0027293456,0.7627328,0.23453778,비교가 안 되게 장범준 압승임
데뷔연차가 십년 가까이 차이나는데 삐까뜨는거 자체가 장범준 압승 아님?.,neutral,0.21634346,0.78170335,0.001953185,삐까뜨는거 자체가 장범준 압승 아님
본인 힙찔이임 내 기준 장범준 압승.,positive,0.0029565296,0.0075365915,0.9895069,본인 힙찔이임 내 기준 장범준 압승
나도 장범준먼 미래에 더 회자될거 같음.,neutral,0.00063965,0.9978157,0.0015445071,미래에 더 회자될거 같음
지프는지프 장범준 벜벜시절까지 합쳐서 나온노래가 60여곡인데 제발뇌절좀ㅋㅋㅋ.,negative,0.99641776,0.0029732445,0.000609039,지프는지프 장범준 벜벜시절까지 합쳐서 
44777 전성기 고점으로 보자고 하면 버스커 벚꽃연금 이길만한 앨범이 있음?.,neutral,0.005827245,0.97387457,0.020298189,44777 전성기 고점으로 보자고 
둘다 취향차이이긴한데스탈이 너무달라서 히트곡으로 치면 장범준이 압승이긴함벚꽃연금은 ㄹㅇ 넘사.장범준 노래 다 똑같이 들리고 음색도 다 똑같은데 발라드 가수로 뭐가 더 좋다는지 모르겠네,negative,0.9749792,0.019247688,0.0057731457,발라드 가수로 뭐가 더 좋다는지 모르겠네
 노래 걍 존나 질리는데.자람자 근데 장범준이 발라드 가수로 치는게 맞나 ㅋㅋ.,negative,0.98551023,0.013068588,0.0014211261,노래 걍 존나 질리는데
작사 작곡을 할 수 있다는 점에서 장범준이 더 우위일듯 가창 실력으로만 볼게 아니니까.,neutral,0.001432556,0.9977851,0.000782328,작사 작곡을 할 수 있다는 점에서 장범준이 더 우위일듯 가창 실력으로만 볼게 아니니까
노래실력 빼면 다 장범준 승아님?.,positive,0.00074636884,0.0030140844,0.99623954,노래실력 빼면 다 장범준 승아님
귀로천 왜?임 별로 알려져있지도 않던 여수바다를 앤간한 바닷가보다 유명하게 만들어준 노래인데.전승우승가능 이새끼 히트곡의 기준이 ㅈ좆대로네 ㅋ 여수밤바다 기준 히트곡이면 시발 ㅈ븅신아.,negative,0.9990934,0.0005301251,0.0003764556,전승우승가능 이새끼 히트곡의 기준이 ㅈ좆대로네 
난 장범준 노래를 많이 들어서 장범준.파포스트 가수로 비교할거면 가창력이 어느정도는 비벼져야 히트곡이든 작사작곡이든 끌고올수있는데 장범준은 노래를 너무 못불러.,negative,0.9901496,0.007249998,0.0026004117,장범준은 노래를 너무 못불러
"파포스트 작사, 작곡만으로 비빈다는 얘기는 아니야.",neutral,0.0020772053,0.9973373,0.0005855433,작곡만으로 비빈다는 얘기는 아니야
 가창력을 평가하는 기준이 사람마다 다를 수 있어.,neutral,0.00029125658,0.999509,0.00019978941,가창력을 평가하는 기준이 사람마다 다를 수 있어
 장범준이 직접 만들고 본인 창법으로 부른 노래들도 충분히 많은 사람들한테 사랑받았고 그것 때문에 비교되고 있는거임.,positive,0.00057485676,0.0015629624,0.99786216,그것 때문에 비교되고 
 너무 차이나지는 않아.,neutral,0.000452248,0.9993343,0.00021350138,너무 차이나지는 않아
 장범준 창법도 정말 매력있음.,positive,0.0014892503,0.00023295007,0.9982778,장범준 창법도 정말 매력있음
벚꽃엔딩 < 끝판왕.지프는지프 그러게 장범준 데뷔할때 대학들어온애들이 지금 30살일텐데ㅋㅋㅋㅋㅋ.,neutral,0.00022233439,0.99950254,0.00027509622,지프는지프 그러게 장범준 데뷔할때 대학들어온애들이 지금 30살일텐데
0나니 미소천사 좋을텐데를 히트곡으로 잡으면 잠이오질않네요,positive,0.0012217384,0.0007628274,0.9980154,히트곡으로 잡으면 잠이오질않네요
 노래방에서 당신과는천천히 첫사랑 꽃송이가 등등 장범준이 훨씬 많은데.0나니 아니 미소천사가 유명하긴해도 꽃송이가는 그 당시 차트 올킬하고 벚꽃엔딩만 아니었으면 1위찍을노래임ㅋㅋㅋ,positive,0.00044830434,0.0017817968,0.99776995,아니 미소천사가 유명하긴해도 꽃송이가는 그 당시 차트 올킬하고 벚꽃엔딩만 아니었으면 1위찍을노래임
 그래서 미소천사 몇등했는데?,neutral,0.18303575,0.46042326,0.35654098,미소천사 몇등했는데
 대중성으로 따지면 비교가 안되는구만 어거지는 누가부리는겨ㅋㅋㅋㅋ,negative,0.9992902,0.0004234407,0.0002862513,대중성으로 따지면 비교가 안되는구만 
 누가 미소천사 모른데?,neutral,0.11838801,0.64077204,0.24083987,누가 미소천사 모른데
 꽃송이가가 훨씬 유명하지 뭘 ㅋㅋㅋㅋ.,neutral,0.0011805368,0.9977671,0.0010524329,꽃송이가가 훨씬 유명하지 뭘 
축구의신아자르 벚꽃엔딩만 아니면???,negative,0.99862885,0.001108795,0.0002623404,축구의신아자르 벚꽃엔딩만 아니면
긍까 결론은 1위 못한거아냐ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,negative,0.9999286,6.2918065e-05,8.505756e-06,긍까 결론은 1위 못한거아냐ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
글고 벚꽃 아니더라도 2티어는 여수밤바다 였고 일반인들은 거의 다 벚꽃이랑 여수를 메인으로 들었지,neutral,0.00071458064,0.9986922,0.0005931858,다 벚꽃이랑 여수를 메인으로 들었지
 꽃송이가는 그냥 수록곡으로 같이듣는 사이드 수준이었음.,neutral,0.00023717943,0.99938357,0.00037917815,수록곡으로 같이듣는 사이드 수준이었음
0나니 딴건 모르겠고 벚꽃엔딩에 미소천사가 비빌수있음?.,neutral,0.1318878,0.5897418,0.2783704,벚꽃엔딩에 미소천사가 비빌수있음
저논리면 박효신도 장범준한테 못비빔 ㅋㅋㅋㅋ,negative,0.99178207,0.0077159777,0.0005019288,저논리면 박효신도 장범준한테 못비빔 
밪꽃엔딩으로 장범준 전무후무 국내 최고가수 등극수준인데ㅋㅋㅋㅋㅋ.,positive,0.0016747855,0.00063360634,0.99769163,밪꽃엔딩으로 장범준 전무후무 국내 최고가수 등극수준인데
버스커 1집은 충격이었음.,negative,0.99779046,0.0018908515,0.00031862795,버스커 1집은 충격이었음
장범준 음색이 진짜 독특한데 질리는 사람없음??,positive,0.001640556,0.012608978,0.98575044,장범준 음색이 진짜 독특한데 
나는 슈스케때 버스커 투표도하면서 잘 들었는데언제부턴가 좀 물린달까..,neutral,0.00082680205,0.99891627,0.00025694334,언제부턴가 좀 물린달까
  노래는 다른사람이 부를때 좋은데 버스커 때 노래나 솔로 노래는 안듣게되던데.까꿍이야,positive,0.007743777,0.18301374,0.8092424,까꿍이야
 난그래서 장범준 좋으면서도 싫고 물림ㅋㅋㅋㅋㅋㅋㅋㅋ,negative,0.990785,0.007542671,0.0016723515,난그래서 장범준 좋으면서도 싫고 
뭔말인지 이해함 나도그래서.오르니틴 아니 누가 맞다 틀리다가 아니라임창정 우위라고 생각했던 사람은 이번에 장범준 우위라고 생각할 것 같다고 ㅋㅋㅋㅋ.,neutral,0.0017263523,0.99578214,0.0024915712,오르니틴 아니 누가 맞다 틀리다가 아니라임창정 우위라고 생각했던 사람은 이번에 장범준 우위라고 생각할 것 같다고 
내기준에선 비교불가 장범준 압승임 ㅋㅋ,positive,0.00086753286,0.004681652,0.9944508,내기준에선 비교불가 장범준 압승임 
 가요를 그렇게 많이듣는건 아니지만 아는 노래중에 장범준노래가 훨씬 많음.,neutral,0.00031300416,0.99514043,0.0045466567,아는 노래중에 장범준노래가 훨씬 많음
그냥 무조건 장범준 아닌가?,neutral,0.0010842117,0.99739397,0.0015218254,그냥 무조건 장범준 아닌가
 논쟁하는게 신기하네.,neutral,0.065349095,0.93354577,0.0011050915,논쟁하는게 신기하네
"아이스베어1 장범준이 프로듀싱으로 1,2등이요? ㅋㅋㅋ.",neutral,0.00043577192,0.9986713,0.0008930517,아이스베어1 장범준이 프로듀싱으로 1
당장 둘이 동시에 동네에서 공연중인데 어느거 보러갈래 하면 난 장범준 보러감 그리고 이 질문으로 설문하면 장범준이 압도적으로 이길거 같은데.,neutral,0.0014661448,0.9556965,0.04283738,이 질문으로 설문하면 장범준이 압도적으로 이길거 같은데
루킹폴어탠션 이것도 밸븡 임창정...차라리 임창정 vs 장범준이 밸런스 맞을듯.,neutral,0.0029499098,0.9928214,0.0042286003,장범준이 밸런스 맞을듯
멍청이바로너 근데 장범준도 원탑이었던적이 없음.,negative,0.99706143,0.0009185145,0.0020199516,멍청이바로너 근데 
고북2 장범준 콘서트 가보고 하는말임? ㅋㅋㅋㅋㅋ,neutral,0.004672592,0.99436533,0.0009620509,고북2 장범준 콘서트 가보고 
 장범준 콘서트가 노잼이란 말은 처음 들어보네,negative,0.97264737,0.01970413,0.0076485197,장범준 콘서트가 노잼이란 말은 처음 들어
 락페에서도 공연하는 사람인데 ㅋㅋㅋ.,neutral,1.2967081e-05,0.9999627,2.4327981e-05,락페에서도 공연하는 사람인데 
베이빌론 가치가 좀 다른데 가창력과 라이브에서 듣기 좋은거는 김범수인데'가수' 라는 가치를 보면 장범준이 가볍게 김범수 찍어누름.,positive,0.00052697165,0.0025421309,0.9969309,장범준이 가볍게 김범수 찍어
  장범준은 싱송라고 2010년대 장범준 음원 줄세우기할 때 여기 맞설 수 있는 가수 아이유 정도 외엔 없었는데 ㅋㅋ.,neutral,0.0009313724,0.99535596,0.0037126804,여기 맞설 수 있는 가수 아이유 정도 외엔 없었는데 
애초에 스타일도 시대도 조금 차이 나서 비교군인가 싶음ㅋㅋㅋㅋ,neutral,0.007130535,0.9922766,0.0005928384,애초에 스타일도 시대도 조금 차이 나서 
" 개인적으로 후대에 가수로 누가 더 좋은 평가받냐하면 장범준일거 같긴한데, 난 둘 다 좋아하는 가수라 택하기 어렵다ㅋㅋㅋㅋ.",negative,0.9575774,0.040010296,0.0024122486,다 좋아하는 가수라 택하기 어렵다
"장범준빠 논리면 우리나라 최고 레전드가수 1위는 BTS, 블랙핑크임그 아래로 스트레이키즈, NCT고유튜브 조회수, 구독자수, 앨범판매량 , 벌어들인 돈, 해외영향력 장범준 찜쪄먹음.",negative,0.9469279,0.039817825,0.013254225,벌어들인 돈
"나훈아,신승훈,나얼,박효신도 깝치면 안 됨..",negative,0.7261116,0.2703048,0.00358363,박효신도 깝치면 안 됨
작곡능력을 포함해버리면 김나박이보다 장범준인건가?.,neutral,0.21509722,0.77521056,0.009692156,작곡능력을 포함해버리면 김나박이보다 장범준인건가
벛꽃엔딩말고 뭐 없잖아,negative,0.923856,0.07551106,0.0006329131,뭐 없잖아
 장범준.박정규 여수사람들에게 혼나요.,negative,0.9929201,0.0063873823,0.0006925372,장범준
아레시보 여수사람은 장범준 별로 안좋아하던데 장사꾼이면 몰라도.,neutral,0.014546756,0.98458415,0.0008690229,아레시보 여수사람은 장범준 별로 안좋아하던데 
박정규 장범준 음원 성적 대한민국 탑에 드는 가수임,positive,0.0007214818,0.00082131935,0.9984572,박정규 장범준 음원 성적 대한민국 탑에 드는 가수임
 이건 좀....장범준 높게 치는 이유로 보면 사실 김나박이도 상대 안될거같은데.,negative,0.9593859,0.03658346,0.0040307087,장범준 높게 치는 이유로 보면 사실 김나박이도 상대 안될거같은데
장범준 곡 중에 몇개는 10년 20년 뒤에도 흔히 들릴거 같긴함ㅋㅋ.,neutral,0.0005683957,0.98936135,0.010070329,장범준 곡 중에 몇개는 10년 20년 뒤에도 흔히 들릴거 같긴함
화산귀환1 ???,negative,0.9641395,0.035421353,0.00043907244,화산귀환1 
 봄 하면 난 아직도 벚꽃엔딩인데 이게 그냥 원탑아님???.,neutral,0.0037125195,0.9798814,0.016406123,이게 그냥 원탑아님
우르르르 장범준이 무조건 1등찍는 가수는아님 장범준 검색해서 최신순돌려보셈 나오면 1위찍는가수는 아이유지디빅뱅뿐.,neutral,0.0007744741,0.989503,0.009722442,찍는가수는 아이유지디빅뱅뿐
난 흔꽃샴에서 장범준 파워 체감함 ㅋㅋ,neutral,0.0017021947,0.9266127,0.07168508,난 흔꽃샴에서 장범준 파워 체감함 
보통 ost는 아 이거 그 드라마!,neutral,0.00013101212,0.99947196,0.00039701874,보통 ost는 아 이거 그 드라마
 인데멜로가체질은 아 이거 장범준이 ost 부른거!,neutral,0.00012870366,0.9986241,0.0012472216,멜로가체질은 아 이거 장범준이 ost 부른거
 임.,neutral,0.0009984999,0.9980636,0.0009378859,임
곡을 장범준은 다 지가 쓰잖아.,neutral,0.00083756365,0.996906,0.0022564682,곡을 장범준은 다 지가 쓰잖아
성발라 데뷔 때부터 봤지만  장범준  택할게요.,neutral,0.0009761075,0.9975134,0.0015104738,  장범준  택할게요
지나이 벚꽃엔딩은 세대 뿐만 아니라 시대까지 아우르지.,neutral,0.022027215,0.97142845,0.006544369,시대까지 아우르지
아 그래서 킬링보이스 장범준 나왔냐고 ㅋㅋㅋ,positive,0.00043007568,0.002291448,0.9972785,아 그래서 킬링보이스 장범준 나왔냐고 
 조회수는 꽁이냐고 ㅋㅋㅋ.,negative,0.8243611,0.17412767,0.0015112624,조회수는 꽁이냐고 
장범준 왜 유투브 안하냐,negative,0.98877233,0.010875468,0.00035222003,유투브 안하냐
 찾아보니 안올린지 1년지났네.,neutral,0.0017205942,0.9979832,0.00029606425,찾아보니 
근데 장범준도 발라드 가수로 분류함??,neutral,0.0029811128,0.9965215,0.0004974201,근데 장범준도 발라드 가수로 분류함
 그냥 둘이 느낌이 다른거같은데.,neutral,0.0016503292,0.99805,0.00029975708,그냥 둘이 느낌이 다른거같은데
귀로천 장범준이 히트곡 더많은데차트 줄세우고월간차트 1위2위3위 먹던새끼임.,negative,0.9976751,0.0012685066,0.0010563271,월간차트 1위2위3위 먹던새끼임
장범준.,neutral,0.0004902312,0.999015,0.0004948287,장범준
난 장범준이더좋아.,positive,0.000512769,0.0013414761,0.9981458,난 장범준이더좋아
장범준이 유재하 김광석급에 장르를 만들고 시대를 휩쓴급으로 평가 받기도 하는구나.,positive,0.0007297875,0.0006922133,0.99857795,급으로 평가 받기도 하는구나
맹모띠 가수의 맛과 음색 살리는게 힘든건 다 매한가지임모창이 아닌 이상 자기 스타일대로 살려내야 하는건데그러자면 일단 기본적으로 음높이부터 맞춰야 함최소한 장범준 노래중에 일반인이 빡세다 할 만한 음역대는 거의 없을걸?.,negative,0.9653496,0.03272191,0.0019284824,일반인이 빡세다 할 만한 음역대는 거의 없을걸
음원성적으로 따질거면 김나박이 다 갖다대도 장범준 아래잖아;;.,negative,0.99884844,0.0009084042,0.00024318042,음원성적으로 따질거면 김나박이 다 갖다대도 장범준 아래잖아
곧발롱위너비닐신 사실 벚꽃엔딩 자체가 파급력 따지면 넘을 곡이 손에 꼽을 정도니까ㅋㅋ,neutral,0.0032783588,0.9649675,0.03175414,곧발롱위너비닐신 사실 벚꽃엔딩 자체가 파급력 따지면 넘을 곡이 손에 꼽을 정도니까
솔까 고점 차이도 있는데 앨범단위로 했을때가 차이 더 심하다고 봄 버스커 1집은 거의 반칙수준이고데뷔이후부터 최근까지도 노래 낼때마다 꾸준히 차트 상위권 찍어주고있으니.,positive,0.16475607,0.047675204,0.78756875,꾸준히 차트 상위권 찍어
장범준은 근데 악뮤랑 비교하는게 맞지않냐 ㄹㅇ.,neutral,0.015624424,0.98168176,0.0026938305,악뮤랑 비교하는게 맞지않냐 
걍 장범준이지 뭐.. ㅋㅋ.,neutral,0.00016688863,0.9996216,0.0002115202,걍 장범준이지 뭐
더블치즈치즈 심지어 한국원탑자리를 한동안 고수했고 그당시 분위기는 조성모혼자 미디어 독점하는 수준이였음 .,neutral,5.9255864e-05,0.9999281,1.26596415e-05,더블치즈치즈 심지어 한국원탑자리를 한동안 고수했고 그당시 분위기는 조성모혼자 미디어 독점하는 수준이였음 
"조성모를 비교할려면 신승훈,김건모 여자는 장나라정도는 나와야지.",neutral,0.0013694732,0.99716336,0.0014670825,김건모 여자는 장나라정도는 나와야지
장범준이고 뭐고 그당시 조성모 인기비빌만한 포스는 한국 연예인중에도 많이 생각안남.,neutral,0.0052926587,0.93276006,0.06194716,장범준
걍 장범준은 곡하나로 시대를 풍미함 그거에서 비교불가.,positive,0.00085980137,0.0022656152,0.9968746,장범준은 곡하나로 시대를 풍미함 그거에서 비교불가
자시안 벚꽃 ㅋㅋ.,neutral,0.000102154125,0.99983203,6.581554e-05,자시안 벚꽃 
자시안 장범준은 버스커시절 인디계탑이지,neutral,0.0010977959,0.9893939,0.009508232,자시안 장범준은 버스커시절 인디계탑이지
지금도 볼사10센치정도랑 같이 최상위고.마크로니아 장범준노래가 단순히 차트줄세웠다고 고평가받는게아닌데;;;.,positive,0.0022996485,0.0028693376,0.994831,정도랑 같이 최상위고
장범준이 이겼다는 댓글은 아닌데 장범준은 10~20대에 전폭적인 지지 한 30초까지?,neutral,0.0027500684,0.9914193,0.005830552,장범준이 이겼다는 댓글은 아닌데 장범준은 10~20대에 전폭적인 지지 한 30초까지?
 엄청난듯..,neutral,0.002854233,0.99626285,0.00088293245,엄청난듯
  솔직히 노래도 공감대 적절히 있고 따라부르기도 쉽고 표절의혹도 없고 엄청난 사람임 사람자체가 서글서글해서 만만하게 보이는듯 하지만 실제로 행사같은것도 거의 안하고도 잘먹고 잘사는 엄청난 사람아닌가.,positive,0.0,0.0,1.0,행사같은것도 거의 안하고도 잘먹고 잘사는 엄청난 사람아닌가
벚꽃연금 받는 장범준이 위너다...,positive,0.0014933959,0.023376891,0.9751297,벚꽃연금 받는 장범준이 위너다
장범준 노래를 더 많이알아서 장범준.,neutral,0.00039556858,0.9985359,0.0010685391,장범준 노래를 더 많이알아서 
자시안 장범준은 모든노래를 장범준화 시켜서..,neutral,0.062049385,0.9348398,0.0031108928,자시안 장범준은 모든노래를 장범준화 시켜서
유튜브에 커버곡들 올리는데 거의 다 색깔이 한결같음.,neutral,0.00052810175,0.9974827,0.0019891947,다 색깔이 한결같음
임재범 vs 장범준 가수로서 누가위임?,neutral,0.004346679,0.99529797,0.0003553844,임재범 vs 장범준 가수로서 누가위임
 참고로 임재범도 자기앨범은 자기가만짐.,negative,0.99338645,0.005518253,0.0010952691,참고로 임재범도 자기앨범은 자기가만짐
아넬충 장범준 그거 앎들판에서 샴푸 어쩌구 저쩌구.아넬충 이건 좀 ㅋㅋㅋ,negative,0.9923409,0.0072761634,0.00038288292,아넬충 장범준 그거 앎들판에서 샴푸 어쩌구 
 첫사랑 벚꽃엔딩 여수밤바다 노래방에서 샴푸향.아넬충 여수밤바다 부터 존나 많지않음?.,negative,0.9971439,0.002479499,0.00037659315,아넬충 여수밤바다 부터 존나 많지않음
저런논리면 김나박이 다 장범준밑인데 이렇게비교하는게맞음?.,negative,0.9987355,0.000760013,0.00050444517,저런논리면 김나박이 다 장범준밑인데 이렇게비교하는게맞음
"히트곡에 차트줄세우기를 평가기준으로 하면장범준이 역대 한국가수 1위임김나박이 생각하면 나는 가창력으로 평가해야한다고생각하는데 난 김범수 세대 아니여서 보고싶다,끝사랑 정도밖에 몰라",positive,0.0007508227,0.0009359721,0.9983132,난 김범수 세대 아니여서 
 근데유튜브에서만 찾아봐도 그냥 가창력 미친사람급인건 암.매콤항정살덮밥 버스커 시절 노래빼면 안되지않나 장범준도 ㅋㅋ.,neutral,0.0050124377,0.9836965,0.011291061,매콤항정살덮밥 버스커 시절 노래빼면 안되지않나 장범준도 
장범준이 가창력이 압도적이지가 않아서 그렇지 메가히트곡 세보니까 아이유 이상에 10년대 폭격수준이구나 ㄹㅇ,positive,0.0012727111,0.0012379916,0.99748933,장범준이 가창력이 압도적이지가 않아서 그렇지 메가히트곡 세보니까 아이유 이상에 10년대 폭격수준이구나 
 너무 친근해서 그 정도 레벨일거라고 인지를 못했음.,positive,0.0006703126,2.2194581e-05,0.9993075,인지를 못했음
클레이에이킨 장범준은 2010년대 1위했다는데 2002년을 10위를 들고오면 니가 고도의 까같잖아.,negative,0.99762255,0.0019215625,0.00045587448,2002년을 10위를 들고오면 니가 고도의 까같잖아
레아오 그니까 나도 그렇게 생각하는데장 vs 성 구도가호돈 vs 벤제마 느낌처럼 장범준이 쳐 바르는것 처럼 생각하는 댓글이 많아서 쓴거임;;.,negative,0.9861648,0.013478792,0.0003563736,레아오 그니까 
수선생님 엄마 앞에서 장범준 선택하면 호적 파일 듯.수선생님 장범준 부모님도 임영웅 찍음.상업적으로 장범준승괜히 여수밤바다 벚꽃엔딩 노래방에서 이런게 회자되는게아님.,neutral,0.00095957355,0.9932562,0.0057842787,상업적으로 장범준승괜히 여수밤바다 벚꽃엔딩 노래방에서 이런게 회자되는게아님
초코버내너 벚꽃엔딩 하나로 원탑운운 할만한데 ㅋㅋㅋㅋㅋ.,negative,0.99653167,0.0026926876,0.00077556056,원탑운운 할만한데 
8도 ㅇㅇ,neutral,0.0005078607,0.9990891,0.00040305045,8도 ㅇㅇ
 그래서 누가 대중가수로 더 성공했냐고 물으면 장범준이 맞는거 같은데.,neutral,0.0011025313,0.99265116,0.0062463037,누가 대중가수로 더 성공했냐고 물으면 장범준이 맞는거 같은데
벚꽃엔딩 원툴로 여기고있네 ㅋㅋ,neutral,0.007917425,0.99163294,0.0004495912,벚꽃엔딩 원툴로 여기고
 흥행력 성적 음악성 작곡 모든게 압살인데 걍 가창력 딱하나빼고.,negative,0.8865636,0.0108095445,0.10262689,흥행력 성적 음악성 작곡 모든게 압살인데 걍 가창력 딱하나빼고
"""장범준 굴욕인데요.",negative,0.99721485,0.0025408186,0.00024438836,장범준 굴욕인데요
"성 쓴 댓글들 보니까 엠팍 아재들 얼마나 시대흐름에 못따라가고 있는지.. 새삼 또 느끼고 갑니다 ㅜㅠ""",negative,0.9978248,0.001676003,0.00049923983,"새삼 또 느끼고 갑니다 ㅜㅠ"""
짤에 있는 댓글인데 개인적으로 내가 제일 싫어하는 류의 댓글임.,negative,0.99113196,0.008450302,0.00041763004,개인적으로 내가 제일 싫어하는 류의 댓글임
 그냥 사람들 취향이나 의견이 갈릴 수도 있는 건데 마치 정답은 꼭 하나여야 하고 반댓쪽은 틀렸다는 전재로 저딴 댓글 쓰는데 인터넷에서 의견 갈리는 게 당연하지.,neutral,0.022711953,0.9766634,0.00062466733,인터넷에서 의견 갈리는 게 당연하지
 개인적으로 난 장범준을 좋아하지만 둘다 위대한 가수들인데 위대함과 위대함을 비교하면 사랑 음악 취향에 갈리겠지,positive,0.0064224526,0.23393536,0.7596422,비교하면 사랑 음악 취향에 갈리겠지
 뭔 시대흐름 타령이야.,negative,0.9989473,0.00086913945,0.00018348376,뭔 시대흐름 타령이야
 지 의견은 없고 걍 인터넷 여론만 따라가야 한다는 건가.,negative,0.9957884,0.003994632,0.00021704844,지 의견은 없고 
 저런 새끼들 때문에 토론 문화가 없다고 생각함..,negative,0.9991906,0.000391029,0.0004183804,저런 새끼들 때문에 토론 문화가 없다고 
화산귀환1 이건 개소리지 ㅋㅋ,negative,0.9992574,0.00049940526,0.00024320226,화산귀환1 이건 개소리지 
밈이 무슨 몇년을 해먹음,negative,0.9798392,0.019742925,0.00041797254,밈이 무슨 몇년을 해먹음
지금 강남스타일 우리나라에서 나오긴함?,neutral,5.593995e-05,0.99991643,2.7619277e-05,강남스타일 우리나라에서 나오긴함
벚꽃엔딩은 봄 될때마다 차트인함노래가 인기가 없으면 찾아 듣지도 않게되는데 매년 찾아듣는다는건 인기가 있다는거임.,positive,0.00071763876,0.0007788231,0.99850357,매년 찾아듣는다는건 인기가 있다는거임
류혜영사랑해 좋을텐데 알만한데?,positive,0.0034105186,0.03645846,0.960131,류혜영사랑해 좋을텐데 알만한데
 장범준은 벛꽃엔딩이랑 샴푸밖에 모르겠는데?.,neutral,0.00095153815,0.9985221,0.00052631466,장범준은 벛꽃엔딩이랑 샴푸밖에 모르겠는데
맹모띠 장범준 1집 타이틀곡이 어려운 여자인데 나도 이건 모르는데?,neutral,0.0021613385,0.99597365,0.0018649917,나도 이건 모르는데
 버스커 1집이랑 장범준 1집이 다른데 뭔 밖을 나가.,neutral,0.003333661,0.99542964,0.0012367622,버스커 1집이랑 장범준 1집이 다른데 
아이유랑 쌈 성립되는게 장범준인데.멍청이바로너 아이유가 아무리 잘 친다지만 장범준도 남자다...,negative,0.9188966,0.06026107,0.020842379,멍청이바로너 아이유가 아무리 잘 친다지만 
 그러지 마라.,negative,0.98529,0.014441639,0.0002683831,그러지 마라
그럼박효신 vs 장범준은?.,neutral,0.00069541106,0.99897444,0.0003301056,그럼박효신 vs 장범준은
개인적으로 장범준 노래는 울림이 부족해.,negative,1.0,0.0,0.0,개인적으로 장범준 노래는 울림이 부족해
장범준 노래 2~3개?,neutral,0.00050617417,0.9990677,0.0004261737,장범준 노래 2
" 밖에 모르는데 인기 존나 많았구나 ㄷㄷ;;.DNW_서울 딱 3개임흔들리는 꽃들속 ,여수밤바다, 벚꽃엔딩.대중가수로서는 닥 장범준이지 ㅋㅋㅋㅋㅋ.",positive,0.0008277305,0.012328414,0.9868439,대중가수로서는 닥 장범준이지 
벚꽃엔딩으로 컷.봄되면 장범준이 압살.,neutral,0.0011502705,0.9964579,0.0023919297,봄되면 장범준이 압살
장범준 딩고 킬링보이스 한번 나와라.,positive,0.0006970138,0.000652363,0.9986506,장범준 딩고 킬링보이스 한번 나와라
자시안 대중성은 장범준이 위라고 해도되지,neutral,0.0012341022,0.9971384,0.0016275491,자시안 대중성은 장범준이 위라고 해도되지
 걍 보컬vs싱어송라이터 이라서 비교하는게 억지임.,negative,0.99710244,0.0026304156,0.00026705227,비교하는게 억지임
자시안 그렇다고 할듯얘네는 말하는거보면 장범준이 아이유급임.,neutral,0.000879843,0.9962852,0.0028349315,할듯얘네는 말하는거보면 장범준이 아이유급임
로컬푸드 ㄹㅇ 애초에 일본도아니고 한국에선밴드장르 음악들이 비주류일뿐더러 장범준은 홍보도잘안하고 음원으로만 승부함.,negative,0.98900783,0.01073462,0.00025766797,장범준은 홍보도잘안하고 음원으로만 승부함
갤럭시 그거 니가 장범준빠라서. ㄲㅈ.,neutral,0.021057855,0.97691035,0.0020317896,갤럭시 그거 니가 장범준빠라서
김종국 장범준 하면은 누가위임?.,neutral,0.002424575,0.99721104,0.00036435502,김종국 장범준 하면은 누가위임
암기 터보시절까지 합하면 장범준이 못 이김.,neutral,0.118935876,0.8688537,0.012210375,암기 터보시절까지 합하면 장범준이 못 이김
Aaol 애매할땐 실적봐야하는데 실적이 장범준이 엄청나서.,positive,0.0025433237,0.0025053762,0.99495137,실적이 장범준이 엄청나서
8도 근데 댓글들 보면 김나박이나 임재범 얘기 나오는데 난 장범준이 쟤들보다 위라는 데에는 또 공감 못 하겠음.,negative,0.9683225,0.02673566,0.004941841,댓글들 보면 김나박이나 임재범 얘기 나오는데 
